smiles,n_measurements,n_sources,p_activity_median,p_activity_best,value_nm_median,value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM
CS(=O)(=O)c1ccc(N2CC(CN3CCC(C(C#N)(c4ccccc4)[C@@H]4CCC[C@H]4O)CC3)C2)cc1,1,1,5.42021640338319,5.42021640338319,3800.0,3800.0,IC50,ChEMBL,CHEMBL5782644,Menin,2021,weak_1uM_to_10uM,False,False
CS(=O)(=O)c1ccc(cc1)N1CC(CN2CCC(CC2)C(C#N)([C@@H]2CCC[C@H]2O)c2ccccc2)C1,1,1,5.42021640338319,5.42021640338319,3800.0,3800.0,IC50,BindingDB,480119,Menin,,weak_1uM_to_10uM,False,False
C1CCC(C1)C2(C3=CC=CC=C3CCN2)C4CCN(CC4)CC5CCCN(C5)C6=CC=C(C=C6)C#N,3,1,5.402304814074488,5.671620396561263,3960.0,2130.0,IC50;Ki,PubChem,138618502.0,,,weak_1uM_to_10uM,False,False
N#Cc1ccc(N2CCCC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,3,1,5.3979400086720375,5.671620396561263,4000.0,2130.0,IC50;Ki,ChEMBL,CHEMBL4528850,Menin,2019;2021,weak_1uM_to_10uM,False,False
N#Cc1ccc(cc1)N1CCCC(CN2CCC(CC2)C2(NCCc3ccccc23)C2CCCC2)C1,3,1,5.3979400086720375,5.671620396561263,4000.0,2130.0,IC50;Ki,BindingDB,50516558,Menin,,weak_1uM_to_10uM,False,False
C1CC(C1)C(C2CCN(CC2)CCCOC3=CC=C(C=C3)C#N)(C4=CC=CC=C4)O,1,1,5.3979400086720375,5.3979400086720375,4000.0,4000.0,IC50,PubChem,49791894.0,,,weak_1uM_to_10uM,False,False
N#Cc1ccc(OCCCN2CCC(C(O)(c3ccccc3)C3CCC3)CC2)cc1,1,1,5.3979400086720375,5.3979400086720375,4000.0,4000.0,IC50,ChEMBL,CHEMBL3126184,Menin,2014,weak_1uM_to_10uM,False,False
OC(C1CCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,5.3979400086720375,5.3979400086720375,4000.0,4000.0,IC50,BindingDB,50496343,Menin,,weak_1uM_to_10uM,False,False
CCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC,2,1,5.397447913878322,5.66354026615147,4780.0,2170.0,IC50;Ki,ChEMBL,CHEMBL2311572,Menin,2013,weak_1uM_to_10uM,False,False
CCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC,2,1,5.397447913878322,5.66354026615147,4780.0,2170.0,IC50;Ki,BindingDB,50489236,Menin,,weak_1uM_to_10uM,False,False
CC(C)C(C1CCN(CC1)CCCOC2=CC=C(C=C2)C#N)(C3=CC=CC=C3)O,1,1,5.3872161432802645,5.3872161432802645,4100.0,4100.0,IC50,PubChem,49791892.0,,,weak_1uM_to_10uM,False,False
CC(C)C(O)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccc1,1,1,5.3872161432802645,5.3872161432802645,4100.0,4100.0,IC50,BindingDB,50496353,Menin,,weak_1uM_to_10uM,False,False
CC(C)C(O)(c1ccccc1)C1CCN(CCCOc2ccc(C#N)cc2)CC1,1,1,5.3872161432802645,5.3872161432802645,4100.0,4100.0,IC50,ChEMBL,CHEMBL3126183,Menin,2014,weak_1uM_to_10uM,False,False
N#Cc1ccc(N2CC(C(=O)N3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1,1,1,5.3872161432802645,5.3872161432802645,4100.0,4100.0,IC50,ChEMBL,CHEMBL5856522,Menin,2021,weak_1uM_to_10uM,False,False
O=C(C1CN(C1)c1ccc(cc1)C#N)N1CCC(CC1)C1(NCCc2ccccc12)C1CCCC1,1,1,5.3872161432802645,5.3872161432802645,4100.0,4100.0,IC50,BindingDB,480074,Menin,,weak_1uM_to_10uM,False,False
CCN(CC)CCNC1=NC2=C(C=C1)N=CN=C2NC3CCN(CC3)CC4CN(C4)C5=CC=C(C=C5)C#N,3,1,5.376750709602099,6.086186147616283,4200.0,820.0,IC50,PubChem,168290383.0,,,weak_1uM_to_10uM,False,False
N#Cc1ccc(OCCCN2CCC(C3(Cc4ccccc4)NCCc4ccccc43)CC2)cc1,1,1,5.376750709602099,5.376750709602099,4200.0,4200.0,IC50,ChEMBL,CHEMBL5904127,Menin,2021,weak_1uM_to_10uM,False,False
N#Cc1ccc(OCCCN2CCC(CC2)C2(Cc3ccccc3)NCCc3ccccc23)cc1,1,1,5.376750709602099,5.376750709602099,4200.0,4200.0,IC50,BindingDB,480182,Menin,,weak_1uM_to_10uM,False,False
CCO[C@H]1CCC[C@@H]1[C@@](C#N)(C2CCN(CC2)CC3CN(C3)C4=CC=C(C=C4)C#N)C5=CC=CC=C5,3,1,5.366531544420413,5.769551078621726,4300.0,1700.0,IC50;Ki,PubChem,132104444.0,,,weak_1uM_to_10uM,False,False
CCc1cc2c(NCC3CCN(Cc4ccc(F)cc4)CC3)ncnc2s1,2,2,5.356547323513812,5.356547323513812,4400.0,4400.0,IC50,BindingDB;ChEMBL,152247;CHEMBL3696193,Menin,2015,weak_1uM_to_10uM,False,False
COC[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,5.346787486224656,5.346787486224656,4500.0,4500.0,IC50,BindingDB,480205,Menin,,weak_1uM_to_10uM,False,False
COC[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,5.346787486224656,5.346787486224656,4500.0,4500.0,IC50,ChEMBL,CHEMBL5892594,Menin,2021,weak_1uM_to_10uM,False,False
CC1(C)CN=C(N2CCN(c3ncnc4sc(Cc5ccccc5)cc34)CC2)S1,1,1,5.337242168318426,5.337242168318426,4600.0,4600.0,IC50,ChEMBL,CHEMBL3696183,Menin,2015,weak_1uM_to_10uM,False,False
CC1(C)CN=C(S1)N1CCN(CC1)c1ncnc2sc(Cc3ccccc3)cc12,1,1,5.337242168318426,5.337242168318426,4600.0,4600.0,IC50,BindingDB,152236,Menin,,weak_1uM_to_10uM,False,False
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)[N+]([O-])=O)CC1)c1ccccc1,1,1,5.337242168318426,5.337242168318426,4600.0,4600.0,IC50,BindingDB,480322,Menin,,weak_1uM_to_10uM,False,False
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc([N+](=O)[O-])cc3)C2)CC1,1,1,5.337242168318426,5.337242168318426,4600.0,4600.0,IC50,ChEMBL,CHEMBL6062960,Menin,2021,weak_1uM_to_10uM,False,False
N#CC(c1ccccc1)(C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1)[C@@H]1CCC[C@H]1CO,1,1,5.337242168318426,5.337242168318426,4600.0,4600.0,IC50,ChEMBL,CHEMBL5813023,Menin,2021,weak_1uM_to_10uM,False,False
OC[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,5.337242168318426,5.337242168318426,4600.0,4600.0,IC50,BindingDB,480196,Menin,,weak_1uM_to_10uM,False,False
CC(C)CCC1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)NCCc2ccccc21,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,ChEMBL,CHEMBL5746305,Menin,2021,weak_1uM_to_10uM,False,False
CC(C)CCC1(NCCc2ccccc12)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,BindingDB,480189,Menin,,weak_1uM_to_10uM,False,False
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(C)cc2)CC1)c1ccccc1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,BindingDB,480312,Menin,,weak_1uM_to_10uM,False,False
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C)cc3)C2)CC1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,ChEMBL,CHEMBL5777979,Menin,2021,weak_1uM_to_10uM,False,False
CS(=O)(=O)C[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,BindingDB,480194,Menin,,weak_1uM_to_10uM,False,False
CS(=O)(=O)C[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,ChEMBL,CHEMBL5809098,Menin,2021,weak_1uM_to_10uM,False,False
CS(=O)(=O)N[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,BindingDB,480207,Menin,,weak_1uM_to_10uM,False,False
CS(=O)(=O)N[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,ChEMBL,CHEMBL5884984,Menin,2021,weak_1uM_to_10uM,False,False
O=C(Cc1ccc(S(=O)(=O)C2CC2)cc1)N1CCc2cc(C3(C4CCCC4)NCCc4ccccc43)ccc2C1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,ChEMBL,CHEMBL6008166,Menin,2021,weak_1uM_to_10uM,False,False
O=C(Cc1ccc(cc1)S(=O)(=O)C1CC1)N1CCc2cc(ccc2C1)C1(NCCc2ccccc12)C1CCCC1,1,1,5.327902142064282,5.327902142064282,4700.0,4700.0,IC50,BindingDB,480049,Menin,,weak_1uM_to_10uM,False,False
CC1(C)CN=C(N2CCN(c3ncnc4sc(Br)cc34)CC2)S1,1,1,5.318758762624412,5.318758762624412,4800.0,4800.0,IC50,ChEMBL,CHEMBL3696184,Menin,2015,weak_1uM_to_10uM,False,False
CC1(C)CN=C(S1)N1CCN(CC1)c1ncnc2sc(Br)cc12,1,1,5.318758762624412,5.318758762624412,4800.0,4800.0,IC50,BindingDB,152237,Menin,,weak_1uM_to_10uM,False,False
COC[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,5.309803919971486,5.309803919971486,4900.0,4900.0,IC50,BindingDB,480204,Menin,,weak_1uM_to_10uM,False,False
COC[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,5.309803919971486,5.309803919971486,4900.0,4900.0,IC50,ChEMBL,CHEMBL5797119,Menin,2021,weak_1uM_to_10uM,False,False
COC(=O)N[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,5.292429823902063,5.292429823902063,5100.0,5100.0,IC50,BindingDB,480259,Menin,,weak_1uM_to_10uM,False,False
COC(=O)N[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,5.292429823902063,5.292429823902063,5100.0,5100.0,IC50,ChEMBL,CHEMBL6034858,Menin,2021,weak_1uM_to_10uM,False,False
COC(=O)[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,5.292429823902063,5.292429823902063,5100.0,5100.0,IC50,BindingDB,480272,Menin,,weak_1uM_to_10uM,False,False
COC(=O)[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,5.292429823902063,5.292429823902063,5100.0,5100.0,IC50,ChEMBL,CHEMBL5979980,Menin,2021,weak_1uM_to_10uM,False,False
CNC(=O)C[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)c2ccncc2)CC1)c1ccccc1,1,1,5.2839966563652006,5.2839966563652006,5200.0,5200.0,IC50,BindingDB,480278,Menin,,weak_1uM_to_10uM,False,False
CNC(=O)C[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)c4ccncc4)cc3)C2)CC1,1,1,5.2839966563652006,5.2839966563652006,5200.0,5200.0,IC50,ChEMBL,CHEMBL6022720,Menin,2021,weak_1uM_to_10uM,False,False
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(N)=O,2,1,5.282121601107323,5.54515513999149,6210.0,2850.0,IC50;Ki,ChEMBL,CHEMBL2314827,Menin,2013,weak_1uM_to_10uM,False,False
C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(N)=O,2,1,5.282121601107323,5.54515513999149,6210.0,2850.0,IC50;Ki,BindingDB,50489257,Menin,,weak_1uM_to_10uM,False,False
C1CCC(C1)C2(C3=CC=CC=C3CCN2)C4CCN(CC4)CCOC5=CC=C(C=C5)C#N,3,1,5.259637310505756,5.7447274948966935,5500.0,1800.0,IC50;Ki,PubChem,155562826.0,,,weak_1uM_to_10uM,False,False
CN1CCN(CC1)C2=NC3=C(C=C2)N=CN=C3NC4CCN(CC4)CC5CN(C5)C6=CC=C(C=C6)C#N,3,1,5.251811972993799,7.154901959985743,5600.0,70.0,IC50,PubChem,168288900.0,,,weak_1uM_to_10uM,False,False
C1CN(CCC1NC2=NC=NC3=C2N=C(C=C3)OCC(F)(F)F)CC4CN(C4)C5=CC=C(C=C5)C#N,1,1,5.251811972993799,5.251811972993799,5600.0,5600.0,IC50,PubChem,168278998.0,,,weak_1uM_to_10uM,False,False
CCNC(=O)[C@H]1CCC[C@@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,5.251811972993799,5.251811972993799,5600.0,5600.0,IC50,BindingDB,480274,Menin,,weak_1uM_to_10uM,False,False
CCNC(=O)[C@H]1CCC[C@@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,5.251811972993799,5.251811972993799,5600.0,5600.0,IC50,ChEMBL,CHEMBL5887503,Menin,2021,weak_1uM_to_10uM,False,False
CN1Cc2ccccc2C(C1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccn1,1,1,5.251811972993799,5.251811972993799,5600.0,5600.0,IC50,BindingDB,480109,Menin,,weak_1uM_to_10uM,False,False
CN1Cc2ccccc2C(c2ccccn2)(C2CCN(CCCOc3ccc(C#N)cc3)CC2)C1,1,1,5.251811972993799,5.251811972993799,5600.0,5600.0,IC50,ChEMBL,CHEMBL5924885,Menin,2021,weak_1uM_to_10uM,False,False
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1F,1,1,5.2441251443275085,5.2441251443275085,5700.0,5700.0,IC50,BindingDB,480250,Menin,,weak_1uM_to_10uM,False,False
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1F)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,5.2441251443275085,5.2441251443275085,5700.0,5700.0,IC50,ChEMBL,CHEMBL5936175,Menin,2021,weak_1uM_to_10uM,False,False
CC1CN(CCCOc2ccc(C#N)cc2)CCC1C(C#N)(c1ccccc1)C1CCCC1,1,1,5.2441251443275085,5.2441251443275085,5700.0,5700.0,IC50,ChEMBL,CHEMBL5995129,Menin,2021,weak_1uM_to_10uM,False,False
CC1CN(CCCOc2ccc(cc2)C#N)CCC1C(C#N)(C1CCCC1)c1ccccc1,1,1,5.2441251443275085,5.2441251443275085,5700.0,5700.0,IC50,BindingDB,480069,Menin,,weak_1uM_to_10uM,False,False
CC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC1=O,2,1,5.234094551165179,5.497572880015568,6940.0,3180.0,IC50;Ki,ChEMBL,CHEMBL2315088,Menin,2013,weak_1uM_to_10uM,False,False
CC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCCCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=N)NC1=O,2,1,5.234094551165179,5.497572880015568,6940.0,3180.0,IC50;Ki,BindingDB,50489245,Menin,,weak_1uM_to_10uM,False,False
CN1CCc2ccccc2C1(C1CCCC1)C1CN(CCCCCOc2ccc(C#N)cc2)C1,1,1,5.221848749616356,5.221848749616356,6000.0,6000.0,IC50,ChEMBL,CHEMBL5984789,Menin,2021,weak_1uM_to_10uM,False,False
CN1CCc2ccccc2C1(C1CN(CCCCCOc2ccc(cc2)C#N)C1)C1CCCC1,1,1,5.221848749616356,5.221848749616356,6000.0,6000.0,IC50,BindingDB,480013,Menin,,weak_1uM_to_10uM,False,False
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2,1,5.218734615568869,5.478861916295964,7160.0,3320.0,IC50;Ki,ChEMBL,CHEMBL2314832,Menin,2013,weak_1uM_to_10uM,False,False
C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(N)=N)NC1=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O,2,1,5.218734615568869,5.478861916295964,7160.0,3320.0,IC50;Ki,BindingDB,50489234,Menin,,weak_1uM_to_10uM,False,False
CO[C@@H]1CCC[C@H]1[C@@](C#N)(C2CCN(CC2)CC3CN(C3)C4=CC=C(C=C4)C#N)C5=CC=CC=C5,3,1,5.214670164989233,5.619788758288394,6100.0,2400.0,IC50;Ki,PubChem,155536984.0,,,weak_1uM_to_10uM,False,False
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC1)C1CCN(CC1)c1ccc(cc1)S(=O)(=O)c1ccccc1)c1ccccc1,1,1,5.207608310501746,5.207608310501746,6200.0,6200.0,IC50,BindingDB,480174,Menin,,weak_1uM_to_10uM,False,False
CNC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(C2CCN(c3ccc(S(=O)(=O)c4ccccc4)cc3)CC2)CC1,1,1,5.207608310501746,5.207608310501746,6200.0,6200.0,IC50,ChEMBL,CHEMBL5894544,Menin,2021,weak_1uM_to_10uM,False,False
O=C(CN1CCC(C2(C3CCCC3)NCCc3ccccc32)CC1)N1Cc2ccccc2C1,1,1,5.207608310501746,5.207608310501746,6200.0,6200.0,IC50,ChEMBL,CHEMBL6029206,Menin,2021,weak_1uM_to_10uM,False,False
O=C(CN1CCC(CC1)C1(NCCc2ccccc12)C1CCCC1)N1Cc2ccccc2C1,1,1,5.207608310501746,5.207608310501746,6200.0,6200.0,IC50,BindingDB,480031,Menin,,weak_1uM_to_10uM,False,False
CCc1cc2c(N3CCCN(C4=NCC(C)(C)S4)CC3)ncnc2s1,1,1,5.200659450546418,5.200659450546418,6300.0,6300.0,IC50,ChEMBL,CHEMBL3696188,Menin,2015,weak_1uM_to_10uM,False,False
CCc1cc2c(ncnc2s1)N1CCCN(CC1)C1=NCC(C)(C)S1,1,1,5.200659450546418,5.200659450546418,6300.0,6300.0,IC50,BindingDB,152241,Menin,,weak_1uM_to_10uM,False,False
C1CCN(C1)C2=NC=C3C(=C2)C(=NC=N3)NC4CCN(CC4)CC5CN(C5)C6=CC=C(C=C6)C#N,1,1,5.187086643357144,5.187086643357144,6500.0,6500.0,IC50,PubChem,168271466.0,,,weak_1uM_to_10uM,False,False
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C(O)=O)CC1)c1ccccc1,1,1,5.187086643357144,5.187086643357144,6500.0,6500.0,IC50,BindingDB,480325,Menin,,weak_1uM_to_10uM,False,False
CC(=O)O[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(C(=O)O)cc3)C2)CC1,1,1,5.187086643357144,5.187086643357144,6500.0,6500.0,IC50,ChEMBL,CHEMBL5766980,Menin,2021,weak_1uM_to_10uM,False,False
CCCC(=O)N1CCCCC1C1(C2CCN(CCCOc3ccc(C#N)cc3)CC2)CN(C)Cc2ccccc21,1,1,5.187086643357144,5.187086643357144,6500.0,6500.0,IC50,ChEMBL,CHEMBL5824353,Menin,2021,weak_1uM_to_10uM,False,False
CCCC(=O)N1CCCCC1C1(CN(C)Cc2ccccc12)C1CCN(CCCOc2ccc(cc2)C#N)CC1,1,1,5.187086643357144,5.187086643357144,6500.0,6500.0,IC50,BindingDB,480241,Menin,,weak_1uM_to_10uM,False,False
CS(=O)(=O)c1ccc(N2CC(CN3CCC(C(C#N)(c4ccccc4)[C@H]4CCC[C@@H]4O)CC3)C2)cc1,1,1,5.187086643357144,5.187086643357144,6500.0,6500.0,IC50,ChEMBL,CHEMBL5817490,Menin,2021,weak_1uM_to_10uM,False,False
CS(=O)(=O)c1ccc(cc1)N1CC(CN2CCC(CC2)C(C#N)([C@H]2CCC[C@@H]2O)c2ccccc2)C1,1,1,5.187086643357144,5.187086643357144,6500.0,6500.0,IC50,BindingDB,480118,Menin,,weak_1uM_to_10uM,False,False
CCS(=O)(=O)c1ccc(N2CC(C(=O)N3CCC(C4(C5CCCC5)NCCc5c(F)cccc54)CC3)C2)cc1,2,1,5.182258126592544,5.221848749616356,6600.0,6000.0,IC50,ChEMBL,CHEMBL5882863,Menin,2021,weak_1uM_to_10uM,False,False
CCS(=O)(=O)c1ccc(cc1)N1CC(C1)C(=O)N1CCC(CC1)C1(NCCc2c(F)cccc12)C1CCCC1,2,1,5.182258126592544,5.221848749616356,6600.0,6000.0,IC50,BindingDB,480065,Menin,,weak_1uM_to_10uM,False,False
CN1CCN(CC1)C2=NC=C3C(=C2)C(=NC=N3)NC4CCN(CC4)CC5CN(C5)C6=CC=C(C=C6)C#N,1,1,5.173925197299173,5.173925197299173,6700.0,6700.0,IC50,PubChem,168289795.0,,,weak_1uM_to_10uM,False,False
C[C@H]1C(=O)N[C@@H](C/C=C\C[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C)C(=O)N6CCC[C@H]6C(=O)N,1,1,5.167491087293763,5.167491087293763,6800.0,6800.0,IC50,PubChem,162669082.0,,,weak_1uM_to_10uM,False,False
CC(=O)OC[C@@H]1CCC[C@H]1C(C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)S(=O)(=O)C2CC2)CC1)c1ccccc1,1,1,5.161150909262744,5.161150909262744,6900.0,6900.0,IC50,BindingDB,480201,Menin,,weak_1uM_to_10uM,False,False
CC(=O)OC[C@@H]1CCC[C@H]1C(C#N)(c1ccccc1)C1CCN(CC2CN(c3ccc(S(=O)(=O)C4CC4)cc3)C2)CC1,1,1,5.161150909262744,5.161150909262744,6900.0,6900.0,IC50,ChEMBL,CHEMBL5923382,Menin,2021,weak_1uM_to_10uM,False,False
CCc1cc2c(N3CCCN(CC(=O)N4CCCC4)CC3)ncnc2s1,1,1,5.154901959985743,5.154901959985743,7000.0,7000.0,IC50,ChEMBL,CHEMBL3696186,Menin,2015,weak_1uM_to_10uM,False,False
CCc1cc2c(ncnc2s1)N1CCCN(CC(=O)N2CCCC2)CC1,1,1,5.154901959985743,5.154901959985743,7000.0,7000.0,IC50,BindingDB,152239,Menin,,weak_1uM_to_10uM,False,False
N#Cc1ccc(OCCCN2CCC(C3(CC4CCCCC4)NCCc4ccccc43)CC2)cc1,1,1,5.1487416512809245,5.1487416512809245,7100.0,7100.0,IC50,ChEMBL,CHEMBL5904150,Menin,2021,weak_1uM_to_10uM,False,False
N#Cc1ccc(OCCCN2CCC(CC2)C2(CC3CCCCC3)NCCc3ccccc23)cc1,1,1,5.1487416512809245,5.1487416512809245,7100.0,7100.0,IC50,BindingDB,480190,Menin,,weak_1uM_to_10uM,False,False
CC(=O)N1C(C2=C(CC(CC2=O)c2ccc(Cl)c(Cl)c2)Nc2ccccc12)c1cccnc1,1,1,5.130768280269024,5.130768280269024,7400.0,7400.0,IC50,BindingDB,152259,Menin,,weak_1uM_to_10uM,False,False
CC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccc(Cl)c(Cl)c3)C2)C1c1cccnc1,1,1,5.130768280269024,5.130768280269024,7400.0,7400.0,IC50,ChEMBL,CHEMBL3696204,Menin,2015,weak_1uM_to_10uM,False,False
CCCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C4=NCC(S4)(C)C,5,1,5.118045028660399,6.346787486224656,7620.0,450.0,IC50,PubChem,54765302.0,,,weak_1uM_to_10uM,False,False
O=C(CN1CCC(C2(C3CCCC3)NCCc3ccccc32)CC1)N1CCc2ccccc2C1,1,1,5.086186147616283,5.086186147616283,8200.0,8200.0,IC50,ChEMBL,CHEMBL5789436,Menin,2021,weak_1uM_to_10uM,False,False
O=C(CN1CCC(CC1)C1(NCCc2ccccc12)C1CCCC1)N1CCc2ccccc2C1,1,1,5.086186147616283,5.086186147616283,8200.0,8200.0,IC50,BindingDB,480033,Menin,,weak_1uM_to_10uM,False,False
CO[C@H]1CCC[C@@H]1[C@@](C#N)(C1CCN(CC2CN(C2)c2ccc(cc2)C#N)CC1)c1ccccc1,2,1,5.062556244576944,5.309803919971486,10100.0,4900.0,IC50;Ki,BindingDB,50516575,Menin,,low_or_inactive_>10uM,False,False
