smiles,n_measurements,n_sources,p_herg_median,p_herg_best,herg_value_nm_median,herg_value_nm_best,endpoints,sources,compound_ids,target_names,document_years,potency_class,active_100nM,active_1uM,herg_blocker_label,herg_label_policy
CNc1ccc(/C=C/c2c(F)cccc2F)cc1,1,1,4.308918507877031,4.308918507877031,49100.0,49100.0,IC50,ChEMBL,CHEMBL3314417,hERG / KCNH2,2014.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,1,1,4.308918507877031,4.308918507877031,49100.0,49100.0,IC50,ChEMBL,CHEMBL2021974,hERG / KCNH2,2012.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccnc3)cc12,2,1,4.308478500347128,4.309803919971486,49150.0,49000.0,IC50,ChEMBL,CHEMBL4638321,hERG / KCNH2,2020.0;2022.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@]1(c2cc(CNC3CC3)c(F)cc2F)CCSC(N)=N1,1,1,4.308034897232639,4.308034897232639,49200.0,49200.0,IC50,ChEMBL,CHEMBL4085715,hERG / KCNH2,2017.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CS(=O)(=O)N1CCN(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2F)CC1,1,1,4.30715308072277,4.30715308072277,49300.0,49300.0,IC50,ChEMBL,CHEMBL5647636,hERG / KCNH2,2024.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#CC=C1CCN(c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)CC1,1,1,4.305394801066432,4.305394801066432,49500.0,49500.0,IC50,ChEMBL,CHEMBL2324510,hERG / KCNH2,2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC1COCCC1N[C@@H]1C[C@H]2CN(C(=O)C#CC3CC3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,1,1,4.304518323509803,4.304518323509803,49600.0,49600.0,IC50,ChEMBL,CHEMBL3115274,hERG / KCNH2,2014.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccc(Cl)nc1,3,1,4.303905840004776,4.8458804744841535,49670.0,14260.0,IC50,ChEMBL,CHEMBL4109904,hERG / KCNH2,2019.0;2022.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1c(Nc2c(F)ccc(NS(=O)(=O)CCCF)c2Cl)ccc2ncn(C)c(=O)c12,1,1,4.303643611266668,4.303643611266668,49700.0,49700.0,IC50,ChEMBL,CHEMBL5095256,hERG / KCNH2,2024.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CNc1ccc(/C=C/c2c(F)cccc2Cl)cc1,1,1,4.302770657240282,4.302770657240282,49800.0,49800.0,IC50,ChEMBL,CHEMBL3314420,hERG / KCNH2,2014.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1noc(/C(=C/c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)c2ccc(S(C)(=O)=O)cc2)n1,1,1,4.30189945437661,4.30189945437661,49900.0,49900.0,IC50,ChEMBL,CHEMBL372575,hERG / KCNH2,2008.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccccc4F)C[C@H]3C)nc21,1,1,4.301290650557413,4.301290650557413,49970.0,49970.0,IC50,ChEMBL,CHEMBL3596503,hERG / KCNH2,2015.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3CCO)n1,4,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL3608741,hERG / KCNH2,2015.0;2016.0;2018.0;2020.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccccc2)[C@@H]3C)n1,4,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL3608740,hERG / KCNH2,2015.0;2016.0;2018.0;2020.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,2,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL2325697,hERG / KCNH2,2013.0;2018.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)C3)n1,2,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL3608684,hERG / KCNH2,2015.0;2019.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOP(=O)(Cc1csc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)COC)c2)n1)OCC,1,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL5091943,hERG / KCNH2,2022.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CNC(=O)N1C[C@H]2[C@H](C)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@@H]3[C@@H](C)OC(=O)[C@@]32C1,1,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL5094869,hERG / KCNH2,2022.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1C1CCCCC1,1,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL4282585,hERG / KCNH2,2018.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cccnc3N)C2=O)cc1,1,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL484816,hERG / KCNH2,2009.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cccnc3O)C2=O)cc1,1,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL485161,hERG / KCNH2,2009.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1ccc(F)c(F)c1,1,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL4761323,hERG / KCNH2,2021.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Nc1nc(N2CCC(N3Cc4ccncc4OC[C@@H]3Cc3ccc(Cl)cc3)CC2)n[nH]1,1,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL4648162,hERG / KCNH2,2020.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
c1cnc2c(NC[C@H]3CCCNC3)nc(-c3ccc(N4CCOCC4)cc3)cc2n1,1,1,4.301029995663981,4.301029995663981,50000.0,50000.0,IC50,ChEMBL,CHEMBL5639321,hERG / KCNH2,2024.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)(O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)c[n+]1[O-],1,1,4.300162274132754,4.300162274132754,50100.0,50100.0,IC50,ChEMBL,CHEMBL485620,hERG / KCNH2,2008.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1CCC(C(=O)Nc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1,1,1,4.300162274132754,4.300162274132754,50100.0,50100.0,IC50,ChEMBL,CHEMBL4459919,hERG / KCNH2,2019.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(CNCC1(O)CCCCCC1)N1CCc2ccccc2C1C1CCCCC1,1,1,4.300162274132754,4.300162274132754,50100.0,50100.0,IC50,ChEMBL,CHEMBL3356249,hERG / KCNH2,2014.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,9,1,4.300000029139089,4.301029995663981,50118.72,50000.0,IC50,ChEMBL,CHEMBL583,hERG / KCNH2,2002.0;2003.0;2005.0;2008.0;2009.0;2011.0;2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],6,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL193,hERG / KCNH2,2003.0;2004.0;2005.0;2008.0;2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C#N)cn1,2,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL3221502,hERG / KCNH2,2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(CN(C)CCN2CCN(c3cccc(Cl)c3)C2=O)on1,2,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL549438,hERG / KCNH2,2009.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
C/C=C1/N(C)C(C)CC1(c1ccccc1)c1ccccc1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL196431,hERG / KCNH2,2005.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOC[C@H](Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1cnc(C)cn1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL3221486,hERG / KCNH2,2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL1671900,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCc1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c2nc(CCC(=O)O)ccc2c1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL3926412,hERG / KCNH2,2016.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1[C@@H](c2ccc(OCc3ccccc3F)cc2)CC[C@H]1C(N)=O,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL4633318,hERG / KCNH2,2020.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL1648,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COC[C@H](Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(C)cn1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL3221482,hERG / KCNH2,2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cccnc1C(=O)N1CCN(c2ccc(NC(=O)C(C)(C)c3ccccc3)cc2Cl)CC1.Cl,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL557502,hERG / KCNH2,2009.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C)oc6cc5CC4)n3C)cccc2n1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL256650,hERG / KCNH2,2008.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2cc3c(cc2o1)CCN(CCCCSc1nnc(-c2ocnc2C)n1C)CC3,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL271073,hERG / KCNH2,2008.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2cccnc2)n1C)CC3,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL256653,hERG / KCNH2,2008.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(=O)O)c2)CC1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL1784409,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ncccc1N1C[C@]2(CC[C@@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)OC1=O,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL1289610,hERG / KCNH2,2010.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#Cc1ccc(NC(=O)[C@H](COCCO)Oc2ncnc3c2cnn3-c2ncccc2Cl)nc1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL3221507,hERG / KCNH2,2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N#Cc1cccc(Cl)c1-n1ncc2c(O[C@@H](CN3CC(O)C3)C(=O)Nc3ccc(F)cn3)ncnc21,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL3221526,hERG / KCNH2,2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(Nc1ccc(Cl)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL3221515,hERG / KCNH2,2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(Nc1ccc(Cl)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1ncccc1Cl,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL3221506,hERG / KCNH2,2013.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL240185,hERG / KCNH2,2007.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(c1ccc(F)cc1F)N1CCN(c2ccc(OCCCN3CCCCCC3)cc2)C(=O)C1.O=CO,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL238872,hERG / KCNH2,2007.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C1CN(c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)CCN1,1,1,4.300000029139089,4.300000029139089,50118.72,50118.72,IC50,ChEMBL,CHEMBL4436508,hERG / KCNH2,2016.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NO)C1(S(=O)(=O)c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2)CCC2(CCNCC2)C1,1,1,4.298432014944073,4.298432014944073,50300.0,50300.0,IC50,ChEMBL,CHEMBL3417746,hERG / KCNH2,2015.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1,1,1,4.295849483160201,4.295849483160201,50600.0,50600.0,IC50,ChEMBL,CHEMBL3290341,hERG / KCNH2,2014.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,1,1,4.294992040666664,4.294992040666664,50700.0,50700.0,IC50,ChEMBL,CHEMBL1824036,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3cccnc3cc2OC)[nH]1,1,1,4.292429823902063,4.292429823902063,51000.0,51000.0,IC50,ChEMBL,CHEMBL5218586,hERG / KCNH2,2021.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)o1,1,1,4.292429823902063,4.292429823902063,51000.0,51000.0,IC50,ChEMBL,CHEMBL5218693,hERG / KCNH2,2021.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1,1,4.292429823902063,4.292429823902063,51000.0,51000.0,Ki,ChEMBL,CHEMBL230812,hERG / KCNH2,2007.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1noc(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1,1,1,4.292429823902063,4.292429823902063,51000.0,51000.0,IC50,ChEMBL,CHEMBL5087175,hERG / KCNH2,2021.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cn1cc(-c2cc(C(N)=O)nc3cc(CN4CCOC(C5CC5)C4)ccc23)cn1,1,1,4.292429823902063,4.292429823902063,51000.0,51000.0,IC50,ChEMBL,CHEMBL5425066,hERG / KCNH2,2023.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
NCc1ncc(S(=O)(=O)c2ccc3ccccc3c2)s1,1,1,4.292429823902063,4.292429823902063,51000.0,51000.0,IC50,ChEMBL,CHEMBL4457629,hERG / KCNH2,2020.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(NC1CCN(Cc2ccc3ccc(=O)oc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1,1,4.291579099865287,4.291579099865287,51100.0,51100.0,IC50,ChEMBL,CHEMBL386281,hERG / KCNH2,2007.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCCC(CN)=C1CN(c2nc(Oc3cnc(C)nc3)nc3[nH]c4c(NC)cc(F)cc4c23)C1,1,1,4.288192770958809,4.288192770958809,51500.0,51500.0,IC50,ChEMBL,CHEMBL5179034,hERG / KCNH2,2021.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CCn1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)oc1=O,1,1,4.288192770958809,4.288192770958809,51500.0,51500.0,IC50,ChEMBL,CHEMBL3580681,hERG / KCNH2,2015.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1cc(-n2cnnn2)cnc1CC(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1,2,1,4.2839966563652006,4.2839966563652006,52000.0,52000.0,IC50,ChEMBL,CHEMBL3793380,hERG / KCNH2,2016.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)CNc1nc(C#N)nc(N2CCNCC2)c1N,1,1,4.2839966563652006,4.2839966563652006,52000.0,52000.0,IC50,ChEMBL,CHEMBL474484,hERG / KCNH2,2009.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1,1,1,4.2839966563652006,4.2839966563652006,52000.0,52000.0,IC50,ChEMBL,CHEMBL2151322,hERG / KCNH2,2012.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1cc(CCC(C)(C)N2Cc3cccc(C(=O)N4CCN(C)CC4)c3C2)ccc1O,1,1,4.2839966563652006,4.2839966563652006,52000.0,52000.0,IC50,ChEMBL,CHEMBL5788445,hERG / KCNH2,2020.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc2ccc(=O)n(C[C@H](N)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1,1,1,4.2839966563652006,4.2839966563652006,52000.0,52000.0,IC50,ChEMBL,CHEMBL4094942,hERG / KCNH2,2017.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
COc1ccc2nccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cnc5c(c4)OCCO5)CC3)c2n1,1,1,4.2839966563652006,4.2839966563652006,52000.0,52000.0,IC50,ChEMBL,CHEMBL1926766,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,1,1,4.2839966563652006,4.2839966563652006,52000.0,52000.0,Ki,ChEMBL,CHEMBL283309,hERG / KCNH2,2004.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1c(Cl)cccc1C(=O)N(CC(C)C)[C@H]1CCNC1,1,1,4.280668713016273,4.280668713016273,52400.0,52400.0,IC50,ChEMBL,CHEMBL1078162,hERG / KCNH2,2009.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2c(Cl)ccc(S(N)(=O)=O)c2Cl)CC1,1,1,4.279999967105453,4.279999967105453,52480.75,52480.75,IC50,ChEMBL,CHEMBL1784513,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CC(C)N1CCN(C(=O)N2CCC(c3ccccc3)CC2)CC1,1,1,4.279840696594043,4.279840696594043,52500.0,52500.0,IC50,ChEMBL,CHEMBL374493,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
O=C(N1CCN(C2CC2)CC1)N1Cc2ccccc2C1,1,1,4.279840696594043,4.279840696594043,52500.0,52500.0,IC50,ChEMBL,CHEMBL373860,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CO[C@@H]1COCC[C@@H]1N(C)[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)cnn3)CC2)(C(C)C)C1,1,1,4.277366077466188,4.277366077466188,52800.0,52800.0,IC50,ChEMBL,CHEMBL1782378,hERG / KCNH2,2011.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)C(=O)C1,1,1,4.275724130399211,4.275724130399211,53000.0,53000.0,IC50,ChEMBL,CHEMBL225334,hERG / KCNH2,2007.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C#N)cc4)oc3C)c2)cc1,1,1,4.275724130399211,4.275724130399211,53000.0,53000.0,IC50,ChEMBL,CHEMBL1090188,hERG / KCNH2,2010.0,low_or_inactive_>10uM,False,False,0.0,"<=10 uM blocker, >=30 uM non-blocker, 10-30 uM omitted"
