PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,GENE_SYMBOL,siRNA_ID,ZScoreRepA,ZScoreRepB,ZScoreRepC,ZScoreRepD,PUBCHEM_NCBI_GENE_ID
RESULT_TYPE,,,,,,,,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,TARGET_NCBI_GENE_ID
RESULT_DESCR,,,,,,,,Gene Symbol,Reagent Identifier,EdUZscore,EdUZscore,EdUZscore,EdUZscore,
651,164222308,,,Active,,,,MLH1,SI00005390,-2.07162,0.0199607,-2.71823,-1.11015,4292
652,164222309,,,Inactive,,,,MLH1,SI02662072,0.625152,1.0852,-1.74657,-0.817014,4292
653,164222310,,,Inactive,,,,MLH3,SI00105399,0.136188,1.30716,-0.123331,-0.0901892,27030
654,164222311,,,Inactive,,,,MLH3,SI00105406,2.39901,2.37778,0.993133,0.414557,27030
655,164222312,,,Active,,,,MLL,SI00082845,-1.01334,-3.34384,-1.60677,-1.57356,4297
656,164222313,,,Inactive,,,,MLL,SI00082866,0.568914,4.59416,-0.258986,0.812672,4297
657,164222314,,,Active,,,,MLL4,SI00107737,-1.20516,-2.5188,-1.21693,-2.06871,8085
658,164222315,,,Active,,,,MLL4,SI00107744,-0.851886,-1.00329,-0.673147,-2.05136,8085
659,164222316,,,Inactive,,,,MMS19,SI02664914,-1.86922,-1.24568,1.6976,-1.8925,64210
660,164222317,,,Inactive,,,,MMS19,SI00133518,1.50515,3.77836,1.79764,-1.38142,64210
661,164222318,,,Inactive,,,,MNAT1,SI00037716,-0.891414,-1.0907,-1.22616,-1.69457,4331
662,164222319,,,Inactive,,,,MNAT1,SI00037723,0.293275,0.180971,-0.704675,-1.35605,4331
663,164222320,,,Active,,,,MPG,SI03039995,-1.57226,-2.60645,-0.869719,-2.74671,4350
664,164222321,,,Inactive,,,,MPG,SI00037744,-0.799524,0.289133,0.144608,1.44124,4350
665,164222322,,,Active,,,,MPZ,SI00011263,-1.29503,0.903688,-2.08757,-0.822578,4359
666,164222323,,,Inactive,,,,MPZ,SI00011249,1.42145,1.93742,-1.00079,1.45635,4359
667,164222324,,,Active,,,,MRE11A,SI02665180,-0.74475,-3.3769,-5.05229,-2.44026,4361
668,164222325,,,Inactive,,,,MRE11A,SI02665173,1.18981,-0.890705,-1.38729,-0.770616,4361
669,164222326,,,Inactive,,,,MRPS11,SI00649376,0.608125,-1.11998,1.2271,-0.408682,64963
670,164222327,,,Inactive,,,,MRPS11,SI00649369,1.15469,2.82116,1.38071,0.443354,64963
671,164222328,,,Active,,,,MRPS26,SI00649733,-0.605695,-0.284528,-6.77032,-0.673962,64949
672,164222329,,,Active,,,,MRPS26,SI00649726,-0.537861,1.51115,-2.5227,2.33726,64949
673,164222330,,,Active,,,,MRPS35,SI04162200,-1.64473,-4.8003,-1.13516,-0.471936,60488
674,164222331,,,Inactive,,,,MRPS35,SI03242050,-0.347194,-1.04549,-0.689413,0.197972,60488
675,164222332,,,Inactive,,,,MRPS9,SI04223520,-1.18096,2.18077,-1.90521,-0.610627,64965
676,164222333,,,Inactive,,,,MRPS9,SI03180912,-0.716312,3.23755,-0.126462,0.231068,64965
677,164222334,,,Active,,,,MSH2,SI02663563,-1.66322,-2.24837,-1.40218,-0.391319,4436
678,164222335,,,Inactive,,,,MSH2,SI02663556,-1.05879,1.71281,0.18259,0.829778,4436
679,164222336,,,Active,,,,MSH3,SI00037835,-1.45705,-0.265464,0.174144,-2.31612,4437
680,164222337,,,Inactive,,,,MSH3,SI00037828,0.684809,1.23712,2.01212,0.201259,4437
681,164222338,,,Active,,,,MSH4,SI02628598,0.432934,-3.41071,-2.84648,-0.65278,4438
682,164222339,,,Inactive,,,,MSH4,SI00037877,0.905456,1.85746,-1.83529,-0.0327063,4438
683,164222340,,,Inactive,,,,MSH5,SI00037898,-0.654357,-1.82044,-1.59516,-0.392915,4439
684,164222341,,,Inactive,,,,MSH5,SI00037884,-0.087875,-1.38942,-0.790397,0.286833,4439
685,164222342,,,Active,,,,MSH6,SI02663465,-1.02275,-0.446645,-2.17378,-2.60736,2956
686,164222343,,,Inactive,,,,MSH6,SI00003843,-0.492882,0.989001,-0.955831,-0.0152167,2956
687,164222344,,,Active,,,,MTA2,SI02780834,-2.93341,-1.54841,-0.906424,-2.8595,9219
688,164222345,,,Inactive,,,,MTA2,SI00067774,0.295864,-1.06968,0.0704829,-0.0688761,9219
689,164222346,,,Inactive,,,,MTMR15,SI04177502,-1.71544,-1.36323,-1.13364,-0.571083,22909
690,164222347,,,Inactive,,,,MTMR15,SI04159246,-0.52692,0.916895,-0.947583,0.689346,22909
691,164222348,,,Active,,,,MUS81,SI00652036,-2.61881,-2.48064,-1.73326,0.924628,80198
692,164222349,,,Inactive,,,,MUS81,SI04222428,-0.389226,-1.32806,-1.62648,2.04802,80198
693,164222350,,,Inactive,,,,MUTYH,SI00098294,-0.424339,-0.132404,-0.353842,-1.58119,4595
694,164222351,,,Inactive,,,,MUTYH,SI00098280,1.44881,2.56046,2.16188,0.796053,4595
695,164222352,,,Active,,,,MYC,SI02662611,0.0137417,0.294265,-3.1535,-0.761154,4609
696,164222353,,,Inactive,,,,MYC,SI00300902,1.2135,0.515918,-0.834472,-0.432363,4609
697,164222354,,,Active,,,,MYO6,SI04164125,-2.53178,-0.824727,-0.886353,-1.70485,4646
698,164222355,,,Inactive,,,,MYO6,SI03142692,-0.0986416,-0.0731667,-0.439518,0.145564,4646
699,164222356,,,Inactive,,,,MYST1,SI04307030,-1.73421,-0.409369,-0.703758,-1.6697,84148
700,164222357,,,Inactive,,,,MYST1,SI04210787,0.28991,2.01901,1.89448,0.359436,84148
701,164222358,,,Active,,,,MYST2,SI00094332,-0.214663,-2.72265,-1.54775,-2.83828,11143
702,164222359,,,Inactive,,,,MYST2,SI00094339,-0.0566364,0.840429,-0.241166,-4.67563e-05,11143
703,164222360,,,Active,,,,MYST3,SI00091707,-2.6277,-0.713052,-2.10796,0.0601444,7994
704,164222361,,,Inactive,,,,MYST3,SI00091700,-1.35831,0.559517,-0.525625,0.49501,7994
705,164222362,,,Inactive,,,,MYST4,SI00099484,-1.2878,0.226071,-1.35634,-0.752665,23522
706,164222363,,,Inactive,,,,MYST4,SI00099491,0.57864,0.248205,-0.357967,0.0947039,23522
707,164222364,,,Active,,,,N4BP2L1,SI04152253,-0.707339,-1.20294,-4.88872,-0.273702,90634
708,164222365,,,Inactive,,,,N4BP2L1,SI04168528,0.37838,-0.614088,-0.334631,1.23434,90634
709,164222366,,,Active,,,,NAE1,SI04230380,-1.36905,-1.3569,-1.58605,-2.02901,8883
710,164222367,,,Inactive,,,,NAE1,SI00298935,-0.92296,-0.560269,-0.753882,-0.323053,8883
711,164222368,,,Active,,,,NAP1L1,SI03019597,-2.96756,-1.88249,-2.08762,0.102707,4673
712,164222369,,,Inactive,,,,NAP1L1,SI03019296,-1.23863,1.73664,-1.28648,0.690039,4673
713,164222370,,,Active,,,,NAP1L2,SI00654906,-2.66081,-0.837236,-1.05455,0.278724,4674
714,164222371,,,Inactive,,,,NAP1L2,SI00654920,-1.10687,0.242607,-0.134467,0.826388,4674
715,164222372,,,Inactive,,,,NAP1L3,SI00654941,-0.234668,-0.576283,-0.892711,-1.52859,4675
716,164222373,,,Inactive,,,,NAP1L3,SI04245976,0.784971,0.781491,-0.203405,0.649805,4675
717,164222374,,,Inactive,,,,NAP1L4,SI03208758,-0.26244,0.542378,-0.230938,-1.07273,4676
718,164222375,,,Inactive,,,,NAP1L4,SI03127383,0.561546,2.26125,0.151628,2.90525,4676
719,164222376,,,Active,,,,NASP,SI04133822,-1.04694,-3.03308,-1.84028,-1.04944,4678
720,164222377,,,Inactive,,,,NASP,SI00655228,-0.354989,-1.1149,-0.412129,1.50504,4678
721,164222378,,,Active,,,,NAV2,SI03206343,-2.02491,0.194983,-3.36329,0.360228,89797
722,164222379,,,Inactive,,,,NAV2,SI04144133,0.476772,3.51838,-0.13841,0.495996,89797
723,164222380,,,Active,,,,NBN,SI02757524,-0.353735,-0.187372,-0.727517,-2.15427,4683
724,164222381,,,Inactive,,,,NBN,SI02663570,1.1235,1.3053,-0.131782,-1.95674,4683
725,164222382,,,Inactive,,,,NCAPD2,SI04137427,-0.167165,-0.334194,-0.965269,-0.236839,9918
726,164222383,,,Inactive,,,,NCAPD2,SI03186519,0.211677,4.16746,0.308714,0.395633,9918
727,164222384,,,Inactive,,,,NCAPD3,SI03232789,0.227973,-1.5427,-1.78343,-1.70038,23310
728,164222385,,,Inactive,,,,NCAPD3,SI04145477,1.20754,0.460229,0.0167705,-1.04014,23310
729,164222386,,,Active,,,,NCAPG,SI00133322,0.889123,-1.37001,-4.04926,-0.479256,64151
730,164222387,,,Inactive,,,,NCAPG,SI02653049,1.0913,-0.0877487,-1.4756,0.505207,64151
731,164222388,,,Active,,,,NCAPH,SI00313600,-2.15259,-0.0129236,-2.48086,-0.278517,23397
732,164222389,,,Inactive,,,,NCAPH,SI04150027,1.17855,0.0939144,-0.876009,0.832643,23397
733,164222390,,,Active,,,,NCOA6,SI02655485,0.185908,0.712958,-0.946296,-2.13131,23054
734,164222391,,,Inactive,,,,NCOA6,SI03075744,0.392545,0.748723,-0.890152,1.3027,23054
735,164222392,,,Active,,,,NDC80,SI02653224,-0.0902569,-2.26477,-1.8866,0.137004,10403
736,164222393,,,Inactive,,,,NDC80,SI02653567,1.23589,-0.57708,1.00362,0.311247,10403
737,164222394,,,Inactive,,,,NEDD1,SI03246943,-0.203127,-0.42028,-1.30512,0.0187247,121441
738,164222395,,,Inactive,,,,NEDD1,SI03246607,0.335002,1.28201,-0.638942,0.715456,121441
739,164222396,,,Inactive,,,,negative control,1027280,-1.07565,-1.3034,-1.00063,-1.03228,
740,164222397,,,Inactive,,,,negative control,1027298,-0.613738,0.0275695,-0.70586,-0.44577,
741,164222398,,,Inactive,,,,negative control,1027298,0.704506,0.144713,0.704163,0.171859,
742,164222399,,,Inactive,,,,negative control,1027280,0.984878,1.13112,1.00233,1.30619,
743,164222400,,,Inactive,,,,NEIL1,SI00136584,0.416,0.750709,-1.1599,-1.06446,79661
744,164222401,,,Inactive,,,,NEIL1,SI00136591,0.846714,0.903359,-0.304864,-0.498257,79661
745,164222402,,,Inactive,,,,NEIL2,SI00152922,-0.476552,-1.96346,-0.567119,-1.10886,252969
746,164222403,,,Inactive,,,,NEIL2,SI00152929,2.18525,-1.2453,0.175235,1.24537,252969
747,164222404,,,Active,,,,NEIL3,SI00121191,0.33445,-5.42687,-0.943621,-1.46786,55247
748,164222405,,,Inactive,,,,NEIL3,SI02663885,0.446923,1.17576,-0.925589,-0.632242,55247
749,164222406,,,Active,,,,NEK1,SI02660525,-1.48502,-3.0676,-1.40588,-3.01824,4750
750,164222407,,,Inactive,,,,NEK1,SI00098301,0.281009,-1.63423,-0.316834,-1.69514,4750
751,164222408,,,Active,,,,NEK11,SI02659832,-1.86683,-1.46716,-2.94484,-1.93658,79858
752,164222409,,,Inactive,,,,NEK11,SI02659825,-1.15399,1.47,0.277052,1.25627,79858
753,164222410,,,Active,,,,NF2,SI02664137,-0.719404,-0.124098,-2.54956,0.0643152,4771
754,164222411,,,Inactive,,,,NF2,SI02664452,0.0151213,0.996573,-0.180596,0.176349,4771
755,164222412,,,Active,,,,NFIA,SI04198614,-0.00858734,-2.50047,-1.74587,-2.11005,4774
756,164222413,,,Inactive,,,,NFIA,SI04259325,0.341234,0.808834,-1.52519,1.71693,4774
757,164222414,,,Inactive,,,,NFIB,SI00079359,-0.801228,-1.51686,-0.504852,1.03808,4781
758,164222415,,,Inactive,,,,NFIB,SI00079352,0.920355,2.42514,1.36685,1.94121,4781
759,164222416,,,Active,,,,NFIC,SI00658007,-0.583196,-0.0608095,-7.90355,-3.64483,4782
760,164222417,,,Inactive,,,,NFIC,SI00658028,1.25286,1.87289,-1.28661,0.293681,4782
761,164222418,,,Active,,,,NFIX,SI03246621,-0.729394,-4.5659,-2.33833,-1.63579,4784
762,164222419,,,Inactive,,,,NFIX,SI03246957,-0.234823,-0.852697,-1.31419,-0.339115,4784
763,164222420,,,Inactive,,,,NHEJ1,SI04271799,-0.849559,-0.508956,-0.436006,-0.413792,79840
764,164222421,,,Inactive,,,,NHEJ1,SI00392532,0.0240142,0.50583,0.359619,1.33552,79840
765,164222422,,,Active,,,,NIPBL,SI00658994,-2.1074,0.28424,-3.54419,-0.0651813,25836
766,164222423,,,Inactive,,,,NIPBL,SI04276293,-0.736457,3.14447,-0.439558,1.60434,25836
767,164222424,,,Active,,,,NOL8,SI04145540,-2.18658,-4.08558,-2.01404,-1.68203,55035
768,164222425,,,Inactive,,,,NOL8,SI04150552,-1.33807,-0.56147,-1.96036,-0.38331,55035
769,164222426,,,Inactive,,,,NONO,SI02663591,-1.43196,1.18066,-0.603645,-1.73753,4841
770,164222427,,,Inactive,,,,NONO,SI00300972,-0.571586,4.00618,1.36497,1.51177,4841
771,164222428,,,Active,,,,NPM1,SI02654960,0.482744,1.07535,-6.31646,-2.44979,4869
772,164222429,,,Inactive,,,,NPM1,SI00300979,0.626469,1.63958,-1.80246,0.71838,4869
773,164222430,,,Inactive,,,,NSD1,SI02645251,0.0992957,-1.27017,-1.20583,-0.646526,64324
774,164222431,,,Inactive,,,,NSD1,SI00157640,0.100762,2.69883,-1.06861,-0.276555,64324
775,164222432,,,Active,,,,NSMCE1,SI02758203,-0.454114,-2.41399,-1.74305,-2.15436,197370
776,164222433,,,Inactive,,,,NSMCE1,SI00153118,0.41108,0.763555,-0.349428,-0.390002,197370
777,164222434,,,Inactive,,,,NSMCE2,SI04200133,-0.511722,-1.6585,-1.67618,0.429262,286053
778,164222435,,,Inactive,,,,NSMCE2,SI04170068,-0.11692,2.16865,-0.662088,1.01685,286053
779,164222436,,,Inactive,,,,NT5M,SI00662144,-1.07662,0.202002,-0.641096,0.0439506,56953
780,164222437,,,Inactive,,,,NT5M,SI00662130,-1.06503,2.80082,0.271509,2.0015,56953
781,164222438,,,Inactive,,,,NTHL1,SI02628829,-1.94903,-0.694541,0.667716,2.41338,4913
782,164222439,,,Inactive,,,,NTHL1,SI02628822,0.184884,1.77087,1.34117,2.69263,4913
783,164222440,,,Active,,,,NUDT1,SI02653875,-0.958031,0.174017,-7.39944,-0.765422,4521
784,164222441,,,Inactive,,,,NUDT1,SI02653406,-0.425029,0.577093,0.0342431,-0.233739,4521
785,164222442,,,Active,,,,OGG1,SI03058804,-0.00522972,-2.64135,-0.40174,-1.19103,4968
786,164222443,,,Inactive,,,,OGG1,SI02628843,0.577458,-1.36023,-0.325248,0.61759,4968
787,164222444,,,Active,,,,ORC1L,SI03173233,-0.840985,-2.94953,-2.71706,-0.160885,4998
788,164222445,,,Inactive,,,,ORC1L,SI03124366,-0.521126,-0.334032,0.0126702,-0.151186,4998
789,164222446,,,Active,,,,ORC2L,SI04292253,-0.670795,-0.00439913,-2.84036,-0.296138,4999
790,164222447,,,Inactive,,,,ORC2L,SI04135173,1.20585,0.912067,-0.573412,0.989036,4999
791,164222448,,,Inactive,,,,ORC3L,SI03192413,-0.0368583,-1.7029,-1.01196,-1.81989,23595
792,164222449,,,Inactive,,,,ORC3L,SI04197480,0.441653,0.0930083,0.45322,1.01462,23595
793,164222450,,,Active,,,,ORC4L,SI04145967,0.516514,-5.13048,-1.14289,-0.873683,5000
794,164222451,,,Inactive,,,,ORC4L,SI00675052,1.25802,-0.100815,-1.12814,-0.292175,5000
795,164222452,,,Active,,,,ORC5L,SI03198356,-0.364263,-1.73549,-4.67462,-0.48561,5001
796,164222453,,,Inactive,,,,ORC5L,SI00675059,1.15066,2.45937,-0.785759,-0.257141,5001
797,164222454,,,Active,,,,ORC6L,SI02653497,-0.773386,-3.27221,-1.91264,-0.935179,23594
798,164222455,,,Inactive,,,,ORC6L,SI02654253,0.105014,0.707328,0.2874,-0.0277333,23594
799,164222456,,,Active,,,,PARG,SI04343045,-1.67397,0.944925,-3.12678,-0.0503663,8505
800,164222457,,,Active,,,,PARG,SI04229645,0.582525,2.72861,-2.363,0.209184,8505
801,164222458,,,Active,,,,PARP1,SI02662989,-0.546325,0.041642,-2.15796,-0.906134,142
802,164222459,,,Inactive,,,,PARP1,SI02662996,1.17344,2.69846,0.629312,-0.114247,142
803,164222460,,,Active,,,,PARP2,SI02664725,-2.00456,0.909206,-1.77993,0.170455,10038
804,164222461,,,Inactive,,,,PARP2,SI00077910,-1.42879,1.16252,-1.37476,1.14522,10038
805,164222462,,,Inactive,,,,PARP3,SI00077938,-0.435733,-0.58333,-1.74136,0.284922,10039
806,164222463,,,Inactive,,,,PARP3,SI00077959,-0.00260301,4.08879,1.6206,0.987334,10039
807,164222464,,,Active,,,,PARP4,SI02780050,-2.21294,-0.766956,-1.89352,-1.40825,143
808,164222465,,,Inactive,,,,PARP4,SI00088466,1.53457,2.0713,-0.316799,0.102837,143
809,164222466,,,Active,,,,PARP6,SI00678069,-1.42609,-3.81637,-1.44537,-1.57159,56965
810,164222467,,,Active,,,,PARP6,SI04183508,1.76867,-3.4288,-1.33723,-1.36819,56965
811,164222468,,,Active,,,,PCAF,SI03048325,-0.220019,-3.87709,-0.551728,-0.606369,8850
812,164222469,,,Active,,,,PCAF,SI02632147,0.191679,-2.41789,-0.0992426,1.2777,8850
813,164222470,,,Active,,,,PCBP4,SI00678685,-2.01404,0.858915,-0.418152,0.0323294,57060
814,164222471,,,Inactive,,,,PCBP4,SI00678671,0.967311,1.38653,-0.0419563,0.904686,57060
815,164222472,,,Active,,,,PCGF3,SI04268117,-1.89332,-2.09844,-1.47874,-0.0222709,10336
816,164222473,,,Inactive,,,,PCGF3,SI04241363,0.811414,-0.296049,-0.421898,0.853053,10336
817,164222474,,,Active,,,,PCNA,SI02653287,-3.22509,-2.37706,-2.97728,-1.14205,5111
818,164222475,,,Active,,,,PCNA,SI02653357,1.25964,-0.956129,-2.05617,-0.331368,5111
819,164222476,,,Active,,,,PDS5B,SI04162088,0.406626,-2.42827,-1.47708,-0.618871,23047
820,164222477,,,Inactive,,,,PDS5B,SI03228953,1.05947,-1.30398,-0.342954,2.78569,23047
821,164222478,,,Inactive,,,,PGBD3,SI04164328,-1.09731,1.40986,-1.3879,-0.672358,267004
822,164222479,,,Inactive,,,,PGBD3,SI03197586,0.0640566,2.04742,-1.02895,0.329336,267004
823,164222480,,,Active,,,,PHB,SI00301175,-0.709734,-2.58038,-4.77923,-0.508411,5245
824,164222481,,,Inactive,,,,PHB,SI00301168,0.0568114,1.34888,-0.554695,1.61796,5245
825,164222482,,,Inactive,,,,PINX1,SI04293464,-1.04507,-1.75087,1.29331,-0.747603,54984
826,164222483,,,Inactive,,,,PINX1,SI04200798,1.12112,-0.140531,1.82455,-0.332662,54984
827,164222484,,,Inactive,,,,PML,SI00041363,-0.710997,0.199532,-0.793556,-0.962687,5371
828,164222485,,,Inactive,,,,PML,SI03071054,1.37503,4.28333,0.261433,0.0564821,5371
829,164222486,,,Active,,,,PMS1,SI00011347,-1.44665,-4.2632,-5.45565,-1.08992,5378
830,164222487,,,Active,,,,PMS1,SI00011333,-1.1069,0.68072,-2.59739,-0.364089,5378
831,164222488,,,Inactive,,,,PMS2,SI00011375,-0.835452,-0.00654935,-1.25016,-1.22417,5395
832,164222489,,,Inactive,,,,PMS2,SI03115049,0.299177,0.522991,-0.745793,0.834936,5395
833,164222490,,,Inactive,,,,PMS2L5,SI03082884,0.0445057,-1.53394,-0.319635,-1.199,5383
834,164222491,,,Inactive,,,,PMS2L5,SI03035683,0.481523,-1.35739,-0.0585013,-1.18862,5383
835,164222492,,,Inactive,,,,PNKP,SI00095893,-1.03569,-1.19191,-1.372,0.395923,11284
836,164222493,,,Inactive,,,,PNKP,SI00095886,-0.377615,-0.455963,0.167953,1.10719,11284
837,164222494,,,Active,,,,POLA1,SI00117670,-1.23013,-0.694155,-2.12629,0.365026,5422
838,164222495,,,Inactive,,,,POLA1,SI00117677,-0.518044,4.18888,-1.7637,0.616651,5422
839,164222496,,,Inactive,,,,POLA2,SI00688632,-1.38507,-1.82616,-1.51595,-1.0992,23649
840,164222497,,,Inactive,,,,POLA2,SI04208449,1.12355,0.656753,-0.245644,-0.629033,23649
841,164222498,,,Active,,,,POLB,SI02663605,-1.30319,-2.6666,-1.73706,0.0294162,5423
842,164222499,,,Inactive,,,,POLB,SI00041398,0.553343,6.03503,-0.272279,0.034467,5423
843,164222500,,,Active,,,,POLD1,SI00041426,-2.30904,-5.18522,-1.94377,0.228217,5424
844,164222501,,,Active,,,,POLD1,SI02664942,-1.17566,-2.98735,0.4385,1.98656,5424
845,164222502,,,Active,,,,POLD2,SI00688646,-1.09868,-3.3911,-0.897955,-0.4278,5425
846,164222503,,,Inactive,,,,POLD2,SI04892769,-0.510077,-0.155012,0.0311791,0.179442,5425
847,164222504,,,Active,,,,POLD3,SI04142621,-0.474198,0.165567,-3.56415,-1.48978,10714
848,164222505,,,Inactive,,,,POLD3,SI03206224,0.598097,0.564017,-0.600564,-0.228084,10714
849,164222506,,,Active,,,,POLD4,SI00688695,-1.26546,-1.78883,-0.34201,-2.96112,57804
850,164222507,,,Inactive,,,,POLD4,SI04189276,0.175472,0.776481,-0.117672,0.652509,57804
851,164222508,,,Active,,,,POLE,SI00086023,-2.33252,-1.74646,-0.378208,-0.650687,5426
852,164222509,,,Inactive,,,,POLE,SI00086030,4.92583,0.555579,0.769545,1.16145,5426
853,164222510,,,Active,,,,POLE2,SI00688800,-1.81546,-1.45614,-2.20013,-0.80055,5427
854,164222511,,,Inactive,,,,POLE2,SI04241391,-0.304576,-0.0348807,-1.18554,-0.712725,5427
855,164222512,,,Active,,,,POLE3,SI03220721,-2.17709,-2.62575,0.0430936,0.220925,54107
856,164222513,,,Inactive,,,,POLE3,SI00688828,0.954445,3.18987,2.68898,0.743343,54107
857,164222514,,,Inactive,,,,POLG,SI00041447,0.396645,-0.815543,-0.508597,-0.421734,5428
858,164222515,,,Inactive,,,,POLG,SI02663612,0.583542,0.368331,1.0834,-0.109507,5428
859,164222516,,,Inactive,,,,POLG2,SI03164742,-0.761169,-0.279711,-0.388264,-1.57022,11232
860,164222517,,,Inactive,,,,POLG2,SI00688877,-0.640097,2.46391,-0.317093,-0.771178,11232
861,164222518,,,Active,,,,POLH,SI02663619,-1.02629,-1.46317,-7.77699,-0.429618,5429
862,164222519,,,Inactive,,,,POLH,SI00089012,0.271984,2.86918,-0.0719618,-0.2628,5429
863,164222520,,,Inactive,,,,POLI,SI00095326,-1.02773,0.419119,-1.33777,-1.02678,11201
864,164222521,,,Inactive,,,,POLI,SI00095333,0.258402,4.97771,-0.540641,-0.780595,11201
865,164222522,,,Active,,,,POLK,SI00114422,-0.193689,-2.14516,-2.605,0.973645,51426
866,164222523,,,Inactive,,,,POLK,SI00114415,0.180715,-1.31726,-0.254424,2.05917,51426
867,164222524,,,Active,,,,POLL,SI00101115,-2.14366,-0.452422,-2.16027,0.269484,27343
868,164222525,,,Inactive,,,,POLL,SI00101108,0.599344,0.747446,0.543532,2.76226,27343
869,164222526,,,Active,,,,POLM,SI00101304,-2.82932,-0.696844,-0.554558,-0.444013,27434
870,164222527,,,Inactive,,,,POLM,SI00101318,0.820425,2.30799,0.0793707,0.250165,27434
871,164222528,,,Active,,,,POLN,SI00162274,-1.03677,-2.21175,-2.3288,-0.114488,353497
872,164222529,,,Inactive,,,,POLN,SI00162288,1.12961,0.691196,-1.54344,0.476956,353497
873,164222530,,,Active,,,,POLQ,SI00090062,-1.42277,-0.0163726,-5.25517,0.20993,10721
874,164222531,,,Inactive,,,,POLQ,SI02665215,0.951245,2.21188,-1.84517,3.74151,10721
875,164222532,,,Inactive,,,,POLRMT,SI04268922,-0.328086,-1.25154,-0.311095,-0.0995087,5442
876,164222533,,,Inactive,,,,POLRMT,SI04238521,1.14639,2.49033,0.845482,0.544953,5442
877,164222534,,,Inactive,,,,POLS,SI04339083,-0.663641,2.79955,-1.33504,-0.542988,11044
878,164222535,,,Inactive,,,,POLS,SI04261495,-0.294169,4.2155,-1.12097,-0.262519,11044
879,164222536,,,Active,,,,POT1,SI00689990,-0.435439,-1.30523,-2.01365,-0.448058,25913
880,164222537,,,Inactive,,,,POT1,SI04166064,1.76157,0.255857,-1.92183,-0.198883,25913
881,164222538,,,Active,,,,PPARGC1A,SI00101024,-1.96762,-1.57336,-3.48638,-1.22231,10891
882,164222539,,,Inactive,,,,PPARGC1A,SI00101031,-0.113809,2.04735,-1.28423,-0.130435,10891
883,164222540,,,Inactive,,,,PPFIA2,SI00053872,-0.155232,-1.56584,-1.36583,0.616156,8499
884,164222541,,,Inactive,,,,PPFIA2,SI00053865,0.347,2.68779,0.892394,1.84034,8499
885,164222542,,,Active,,,,PPL,SI04171629,0.0233956,-4.18766,-2.40172,0.513775,5493
886,164222543,,,Inactive,,,,PPL,SI04183753,0.619312,1.92908,-0.398909,0.762472,5493
887,164222544,,,Active,,,,PPP1R15A,SI02659132,-0.789617,-2.24558,-0.833211,-0.084854,23645
888,164222545,,,Inactive,,,,PPP1R15A,SI02659125,2.4652,1.11773,-0.803339,0.100053,23645
889,164222546,,,Active,,,,PPP2CA,SI02225790,-3.665,0.729497,-0.342121,-1.4543,5515
890,164222547,,,Inactive,,,,PPP2CA,SI02225783,0.743879,1.12483,0.268099,3.3562,5515
891,164222548,,,Active,,,,PPP2R1A,SI02225818,-0.246302,-0.818624,-3.08829,-1.76716,5518
892,164222549,,,Inactive,,,,PPP2R1A,SI02225811,1.16032,0.2384,0.536604,-1.30729,5518
893,164222550,,,Active,,,,PPP2R3B,SI02665698,0.14749,0.330254,-2.01492,-0.956995,28227
894,164222551,,,Inactive,,,,PPP2R3B,SI02665705,0.34723,0.537617,-0.365434,0.889264,28227
895,164222552,,,Active,,,,PRDM8,SI00125468,-0.798485,-0.305448,-2.22806,-1.54272,56978
896,164222553,,,Inactive,,,,PRDM8,SI00125482,2.94346,0.201239,-0.562146,0.771267,56978
897,164222554,,,Active,,,,PRIC285,SI02647330,-3.35048,-2.82647,-0.575985,-0.398037,85441
898,164222555,,,Inactive,,,,PRIC285,SI03064747,-1.33719,3.3839,0.462825,1.0366,85441
899,164222556,,,Active,,,,PRIM1,SI00018998,-0.273032,-0.653221,-1.24764,-2.37714,5557
900,164222557,,,Inactive,,,,PRIM1,SI00019005,1.52157,2.0814,0.0728965,0.160129,5557
901,164222558,,,Active,,,,PRIM2,SI04156082,-1.65189,-2.37906,-3.43412,-0.295518,5558
902,164222559,,,Inactive,,,,PRIM2,SI04148102,0.188582,1.41024,-0.900655,-0.122298,5558
903,164222560,,,Active,,,,PRKCG,SI00042280,-0.499545,-7.0141,-2.63906,-1.2699,5582
904,164222561,,,Inactive,,,,PRKCG,SI00042287,1.54366,-1.57618,0.0442785,-0.647915,5582
905,164222562,,,Active,,,,PRKDC,SI02224236,-0.767464,-0.316713,-1.39257,-2.01127,5591
906,164222563,,,Inactive,,,,PRKDC,SI02224229,-0.398013,1.27508,-0.844429,0.579604,5591
907,164222564,,,Active,,,,PRMT7,SI00123809,-2.63297,2.9998,-1.22618,0.139897,54496
908,164222565,,,Inactive,,,,PRMT7,SI00123816,2.64649,3.93798,-0.650919,1.42449,54496
909,164222566,,,Active,,,,PRMT8,SI00124502,-2.3438,-1.86684,-0.695298,-1.9245,56341
910,164222567,,,Inactive,,,,PRMT8,SI00124495,2.3847,1.78606,0.158693,-1.14619,56341
911,164222568,,,Active,,,,PRPF19,SI00301385,0.157823,-3.10763,-2.75388,-0.0948809,27339
