PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.196 uM,Total_Fluorescence-Activity at 0.391 uM,Total_Fluorescence-Activity at 0.783 uM,Total_Fluorescence-Activity at 1.565 uM,Total_Fluorescence-Activity at 3.131 uM,Total_Fluorescence-Activity at 6.261 uM,Total_Fluorescence-Activity at 12.52 uM,Total_Fluorescence-Activity at 25.04 uM,Total_Fluorescence-Activity at 50.09 uM,Total_Fluorescence-Activity at 100.2 uM,Total_Fluorescence-Activity at 181.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.196 uM,FP-Activity at 0.391 uM,FP-Activity at 0.783 uM,FP-Activity at 1.565 uM,FP-Activity at 3.131 uM,FP-Activity at 6.261 uM,FP-Activity at 12.52 uM,FP-Activity at 25.04 uM,FP-Activity at 50.09 uM,FP-Activity at 100.2 uM,FP-Activity at 181.8 uM,FP-Activity at 287.5 uM,Compound QC
161,26670592,135577542,C/C(=N\NC1=CC(=C(C=C1)Cl)C(=O)O)/C2=CC=CN2,Inconclusive,10,,,Fluorescent,141.254,39.298,,Partial curve; partial efficacy,-3.85,1.9673,0.9329,36.1382,-3.1598,2.2,0 0 0 0 0 0 0 0 0 0 0 0,33.4979,,,,,,,,,,,,-5.5454,-4.8573,-5.5499,-4.1017,-2.9516,-3.6776,-2.0661,0.8069,1.3811,6.795,11.2393,33.4979,Partial curve; partial efficacy,-3.9,3.9295,0.9865,38.2195,4,2.2,0 0 0 0 0 0 0 0 0 0 0 0,35.9756,,,,,,,,,,,5.8362,4.878,5.0523,4.5296,3.1359,4.1812,3.8328,4.0941,2.2648,6.0105,16.3763,35.9756,,QC'd by null
162,26748644,5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-2.951,,,,,,,,,,0.6275,0.7083,0.658,2.6023,0.9813,1.342,1.1065,2.3089,1.7817,2.0777,-0.2585,-2.951,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-10.5987,,,,,,,,,,1.6181,3.6408,4.7735,1.9417,4.2071,1.7799,2.9935,3.0744,1.5372,2.9126,-6.6343,-10.5987,,,QC'd by Microsource
163,49677736,5057814,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C(C[N+](=O)[O-])C3=CC(=CC=C3)OC,Inconclusive,20,,,Inhibitor,316.228,97.6377,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1,-17.2485,,,,,,,,,,,,-8.5753,-7.1886,-4.8738,-4.4038,-4.9287,-2.8589,-3.464,-1.3599,-5.9795,-1.604,-3.861,-17.2485,Single point of activity,-3.5,3.5117,0.9319,-100,-2.3623,-3,0 0 0 0 0 0 0 0 0 0 0 0,-40.8611,,,,,,,,,,,,1.1373,2.762,-1.0561,-2.8432,-1.6247,-2.762,-5.8489,-8.3672,-3.818,-1.6247,-8.7734,-40.8611,QC'd by Life Chemicals
164,49725463,823562,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,2.0036,,,,,,,,,,-6.4957,-6.3758,-4.8151,-3.194,-1.7193,-1.3205,-0.2817,-0.4188,-0.0619,0.5541,2.8545,2.0036,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.6181,,,,,,,,,,4.288,3.7217,2.3463,2.3463,2.6699,2.1845,1.2945,1.1327,0.4854,0.4854,-0.89,-1.6181,,,QC'd by Asinex Ltd.
165,17410496,1093497,C1=COC(=C1)C(=O)NC2=CC=C(C=C2)NC(=O)CSC3=CC=C(C=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-11.4591,,,,,,,,,,3.1319,3.3861,3.3151,4.248,4.8106,1.8638,3.0167,1.3171,4.2695,1.7666,-1.618,-11.4591,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-10.7605,,,,,,,,,,-1.7799,-4.7735,-2.1036,-3.479,-5.2589,-6.3916,-2.589,-3.9644,-2.1845,-2.1845,-14.8867,-10.7605,,,QC'd by DPISMR
166,4244986,6603675,CCOC1=CC2=C(C(=CN=C2C=C1)C(=O)OCC)N3CCN(CC3)C.Cl,Inconclusive,21,,,Inhibitor,56.3677,64.1739,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-14.0373,,,,,,,,,,0.2976,1.3325,0.0969,0.0506,1.922,-0.3513,-2.2008,1.0573,-0.6669,-2.2889,-10.161,-14.0373,,,Partial curve; partial efficacy,-4.249,1.9282,0.988,-60.4369,3.7371,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-48.0583,,,,,,,,,,4.1262,4.9353,7.2006,3.1553,3.2362,2.1036,1.5372,5.178,-3.3172,-9.3851,-27.8317,-48.0583,,,QC'd by DPISMR
167,49648993,1477208,CC1=CC(=NC2=C1C=C(C=C2)Cl)N3CCOCC3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,4.1186,,,,,,,,,,-9.474,-6.8512,-5.379,-5.0077,-4.0532,-2.179,-1.5853,-0.9258,-1.1003,0.3598,-0.0798,4.1186,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,4.0453,,,,,,,,,,8.657,9.3851,8.0906,8.5761,4.9353,6.1489,4.288,4.0453,3.2362,3.3172,5.178,4.0453,,,QC'd by Key Organics Ltd.
168,49640993,1091481,C1CN(CCN1C(=O)N2CCOCC2)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,2.8665,,,,,,,,,,-4.5696,-4.5299,-1.2978,-0.0985,1.3802,1.7972,1.3598,3.6246,1.82,2.8726,2.9342,2.8665,,,,,,,,,4,,-4.5977,,,,,,,,,,-1.8062,-5.2545,-0.3284,-3.7767,-2.381,-3.5304,-1.9704,-3.2841,-2.6273,-4.7619,-3.0378,-4.5977,,,QC'd by Asinex Ltd.
169,22414559,4400709,C1=CC=NC(=C1)C(C2=CC=CC=N2)(C3=CC=CC=N3)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,6.4714,,,,,,,,,,,,-10.7845,-4.1693,-3.5946,-3.5374,-3.2443,-0.7169,-0.6156,1.3189,1.6559,-0.3442,-1.1172,6.4714,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,-4.6304,,,,,,,,,,,,2.762,-1.7059,0.3249,-2.437,3.2494,-2.0309,-0.4062,-7.0674,-3.818,-4.7116,-5.9301,-4.6304,QC'd by Specs
170,49665404,24761089,CCN1CCN(CC1)CC(=O)NC2=CC=C(C=C2)C(=O)C.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.0666,,,,,,,,,,1.7611,0.0996,2.4737,1.1902,2.9409,2.5653,2.7264,2.6658,2.9988,3.5749,1.5162,-0.0666,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-17.1521,,,,,,,,,,-6.3107,-4.288,-1.1327,-1.5372,-2.9126,-5.6634,-7.1197,-3.8835,-4.5307,-5.0971,-16.4239,-17.1521,,,QC'd by Asinex Ltd.
171,14744142,4343049,CC1CCC2=C(C1)SC3=NC=NC(=C23)N4C=NC5=C4C=C(C(=C5)C)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-2.8788,,,,,,,,,,1.8805,3.5687,3.6582,1.3443,3.126,3.0654,2.3456,3.2529,4.1799,3.6841,1.6924,-2.8788,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-18.4466,,,,,,,,,,-2.6699,-4.288,-4.1262,-6.1489,-4.9353,-3.479,-2.8317,-4.2071,-5.5016,-5.2589,-15.6958,-18.4466,,,QC'd by DPISMR
172,49729400,3136182,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2CC3CCC2C3)C4=CC(=C(C=C4)OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-3.6194,,,,,,,,,,-10.133,-8.7795,-7.22,-6.4853,-4.4496,-2.3269,-3.2001,-2.0871,-3.2215,-1.345,1.4533,-3.6194,,,,,,,,,4,0 0 0 0 0 0 0 1 0 1 0 0,8.0906,,,,,,,,,,12.055,8.4951,9.0615,8.4142,8.4951,5.9061,5.0162,2.4272,5.6634,8.7379,3.9644,8.0906,,,QC'd by Asinex Ltd.
173,17504267,3154666,CC1=C(C(=O)NN1)C(C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4Cl)C5=C(NNC5=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-26.7691,,,,,,,,,,,,-0.0145,-2.9236,1.7531,0.0805,3.0825,-1.143,-1.3874,-0.5358,-6.0463,-4.1167,-6.1847,-26.7691,,,,,,,4,,-9.4232,,,,,,,,,,,,-4.143,-4.7116,-4.9553,-4.3867,-6.2551,-6.6613,-4.7116,-6.8237,-6.8237,-3.6556,-4.8741,-9.4232,QC'd by Asinex Ltd.
174,17411276,3456065,C1=CC=C2C(=C1)C(=NNC2=O)CC3=CC=C(O3)C4=CC=C(C=C4)Cl,Inconclusive,10,,,Fluorescent,223.872,57.6518,,Single point of activity,-3.65,2.3332,0.8997,51.7052,-5.9466,3,0 0 0 0 0 0 0 0 0 0 0 0,41.3777,,,,,,,,,,,,-7.4555,-4.4242,-6.1826,-4.2253,-6.1605,-4.2904,-6.5216,-5.3648,-4.2483,-1.4347,0.2175,41.3777,,,,,,,4,,1.1327,,,,,,,,,,0.7282,3.3172,-0.7282,2.1036,-0.1618,-4.2071,0.3236,0.89,-1.6181,-1.4563,-0.6472,1.1327,,,QC'd by DPISMR
175,49732904,992586,C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,Inconclusive,10,,,Quencher,70.9627,32.7474,,Single point of activity,-4.149,4.9549,0.9349,-33.2474,-0.5,-3,0 0 0 0 0 0 0 0 0 0 0 0,-30.6229,,,,,,,,,,0.7334,2.0405,0.8066,-6.7778,-0.086,-0.696,1.511,0.9944,0.6322,-2.7075,-9.0089,-30.6229,,,Partial curve; high efficacy,-4.149,4.5045,0.9931,-107.808,1.0081,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-96.6019,,,,,,,,,,-2.3463,-1.1327,3.6408,0.3236,0,3.6408,4.2071,1.5372,2.4272,-5.0971,-28.7217,-96.6019,,,QC'd by Chem Div
176,49730016,864036,CCC1=CC=CC=C1NC(=O)COC2=CC=CC(=C2)N3C=NN=N3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-6.4333,,,,,,,,,,,,0.3953,2.1091,3.5932,1.2122,2.933,0.6297,1.4943,0.5241,-2.8431,-2.7155,-4.9115,-6.4333,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 1,-4.0617,,,,,,,,,,,,-6.4988,-4.3867,-1.7059,-0.4874,-4.143,0.7311,1.2185,1.1373,-2.762,-2.0309,-1.0561,-4.0617,QC'd by Asinex Ltd.
177,4252221,608301,CCCC1=NC2=C(O1)C3=CC=CC=C3NC2=O,Inactive,0,,,Inactive,,,,,,,,,,4,,2.7512,,,,,,,,,,2.9242,2.2445,3.2381,1.3495,3.5155,3.775,1.7539,3.4761,3.1984,1.3747,-0.7949,2.7512,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-14.1215,,,,,,,,,,-2.0525,-2.7094,-2.6273,-3.6946,-3.6946,-3.2841,-1.7241,-1.2315,-1.3136,-3.5304,-10.9195,-14.1215,,,QC'd by DPISMR
178,24781197,4571362,C1C(N(N=C1C2=CC3=CC=CC=C3C=C2)C(=O)CSC4=NN=NN4C5=CC=C(C=C5)O)C6=CC=CC=C6,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-5.0342,,,,,,,,,,3.5114,2.4575,3.42,3.5498,5.4115,4.9924,5.85,3.8498,3.7357,1.439,-3.1074,-5.0342,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-12.2332,,,,,,,,,,-4.023,-2.7915,-1.1494,-4.1051,-4.5977,-3.0378,-3.4483,-5.2545,-0.9031,-9.0312,-13.3826,-12.2332,,,QC'd by Enamine
179,49644765,2181801,CCCOC1=CC=C(C=C1)C(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,Inactive,0,,,Inactive,,,,,,,,,,4,,1.7398,,,,,,,,,,-0.9312,0.5567,0.9511,-0.9127,0.3888,2.3937,0.7357,1.4472,3.3967,2.3627,0.8705,1.7398,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-10.356,,,,,,,,,,0.2427,0.9709,-1.2136,1.9417,0.9709,2.0227,1.8608,-1.4563,-0.6472,1.4563,-11.4887,-10.356,,,QC'd by Asinex Ltd.
180,49680507,16245557,C1=CSC(=C1)CNCC(=O)NC2=C(C=CC(=C2)Cl)C#N.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,5.2548,,,,,,,,,,-6.108,-4.3895,-4.7733,-2.9132,-1.3358,0.4791,0.9312,0.6527,1.2975,1.5265,4.0779,5.2548,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-3.5304,,,,,,,,,,-7.7997,-3.6946,-4.5156,-3.9409,-3.4483,-2.2989,-3.6125,-0.2463,-4.5156,-0.821,-2.6273,-3.5304,,,QC'd by Enamine
181,49667151,3439803,CN1C2=C(C=C3C(=C2)NC=N3)N(C1=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.8189,,,,,,,,,,-9.921,-11.4714,-12.241,-11.2031,-6.8568,-6.147,-6.19,-5.269,-3.9476,-4.9459,-2.8927,-1.8189,,,,,,,,,4,0 0 1 1 0 0 0 0 0 0 0 0,3.6125,,,,,,,,,,11.9048,12.4795,14.9425,7.3071,7.3071,12.89,10.509,8.5386,8.7849,6.4039,6.4039,3.6125,,,QC'd by Chem Div
182,17403657,5750365,C1=CC=C(C=C1)/C=C/C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=C(C=CC(=C2)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 0,-7.808,,,,,,,,,,,,1.8422,-2.8994,0.5439,3.7158,4.847,4.6305,-0.3488,2.1525,0.1714,-3.2371,-3.3108,-7.808,,,,,,,4,,-1.381,,,,,,,,,,,,-5.6864,-0.7311,-4.4679,-2.8432,-1.9496,-5.4427,-5.9301,-3.7368,-5.9301,-2.6807,1.381,-1.381,QC'd by DPISMR
183,49667379,24761173,CC(=O)NC1C2=C(C=CC(=C2)F)N(C1=O)CCN3CCOCC3.Cl,Inconclusive,21,,,Inhibitor,7.0795,42.8545,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-4.3829,,,,,,,,,,2.885,4.3058,3.7195,1.6471,2.4749,0.2993,0.7185,1.0412,-0.4169,-0.0613,-1.8242,-4.3829,,,Complete curve; partial efficacy,-5.15,1.7137,0.9757,-39.3502,3.5044,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-41.9861,,,,,,,,,,,0.3484,2.0906,3.9199,6.5331,0.4355,-6.3589,-19.6864,-29.0941,-35.0174,-31.9686,-43.3798,-41.9861,,QC'd by InterBioScreen
184,853188,6602647,COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC=CC=C3)N4CCN(CC4)C5CCCC5.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.3281,,,,,,,,,,-7.0175,-3.8561,-4.1316,-1.5802,-2.7872,0.5619,0.0002,1.1999,2.5619,2.1955,2.0839,3.3281,,,,,,,,,4,0 0 1 0 0 1 0 0 0 0 0 0,-3.9409,,,,,,,,,,0.3284,1.0673,3.9409,-0.4105,-0.821,-2.9557,-0.0821,0.4105,-3.0378,-3.7767,-3.9409,-3.9409,,,QC'd by DPISMR
185,22402498,4620317,COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)N4CCCCC4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-5.834,,,,,,,,,,1.944,2.1096,3.6752,1.4919,3.4376,4.4529,3.3174,3.9306,1.9031,1.4365,-2.8114,-5.834,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-15.3722,,,,,,,,,,-1.9417,-5.0162,-2.0227,-3.1553,-3.3981,-4.5307,-2.8317,-2.7508,-1.7799,-2.0227,-13.754,-15.3722,,,QC'd by Enamine
186,11113895,4629,C[N+](C)(C)CC#CCN1CCCC1=O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-4.9262,,,,,,,,,,,,-1.8602,-0.6162,-0.5537,1.2077,2.0843,1.7375,0.4338,-0.9631,-2.7229,-3.2638,-6.9755,-4.9262,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0,-1.2185,,,,,,,,,,,,5.524,5.0366,5.1178,1.8684,1.8684,0.5686,4.7929,2.5183,3.9805,3.1682,1.7059,-1.2185,QC'd by Tocris
187,24828129,4876708,CC(CC(=O)NC1=NC2=CC=CC=C2N1)N3C=CN=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.8916,,,,,,,,,,-0.0822,3.0686,4.0682,2.7098,3.5061,3.8195,3.2033,3.2882,2.929,2.5776,2.71,-0.8916,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-18.7702,,,,,,,,,,-2.2654,-1.7799,-2.0227,-4.6926,-4.1262,-3.479,-4.6117,-1.8608,-3.8835,-6.4725,-15.8576,-18.7702,,,QC'd by Enamine
188,17431809,1336233,CCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-8.5841,,,,,,,,,,,,1.4512,0.2203,-0.3777,3.2414,0.2674,2.2582,2.2744,-0.9793,-0.0585,-3.3412,-6.729,-8.5841,,,,,,,4,,0.1625,,,,,,,,,,,,-0.2437,1.4622,1.6247,0.1625,1.7872,0.4874,0.8936,1.7059,-1.7872,0.0812,-1.9496,0.1625,QC'd by ChemBridge
189,17505404,54681785,CCCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=C(SC=C3)C(=O)OC)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.9897,,,,,,,,,,-9.8122,-8.0329,-7.5027,-6.8373,-5.5187,-3.2188,-3.3737,-1.9742,-2.0119,-2.7296,-1.4234,-1.9897,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,5.4187,,,,,,,,,,7.3892,6.7323,7.7997,7.9639,4.2693,4.3514,4.844,4.6798,2.8736,3.202,3.202,5.4187,,,QC'd by InterBioScreen
190,17517096,4440170,CC1=C(C=C(C=C1)NC(=O)C(C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)C=O)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-2.2978,,,,,,,,,,3.6131,2.962,3.9009,3.4833,4.3534,5.1964,4.066,3.8104,3.7144,3.0954,0.3884,-2.2978,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0,-12.8079,,,,,,,,,,-2.8736,-2.381,-1.3957,-5.5008,-5.0082,-1.2315,-3.5304,-1.3957,-1.9704,-4.844,-17.1593,-12.8079,,,QC'd by Enamine
191,49673743,16249150,CCOC(=O)C1CCN(CC1)CC(COCC2=CC=CC=C2)O.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-8.1794,,,,,,,,,,,,0.4401,1.6324,-0.841,-0.1071,0.8581,-2.8142,-0.0767,-0.6916,-2.067,-3.2085,-5.405,-8.1794,,,,,,,4,0 1 0 0 0 0 0 1 0 0 0 0,-2.5995,,,,,,,,,,,,1.2185,-0.5686,3.0057,1.5435,1.5435,3.818,1.381,4.2242,0.8936,2.5995,-0.8123,-2.5995,QC'd by Enamine
192,49665178,2990800,CCOC(=O)N1CCN(CC1)CC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-1.0209,,,,,,,,,,-9.4404,-10.2175,-9.1725,-8.5887,-5.0123,-4.3879,-5.7573,-3.8233,-1.3782,-3.0932,-0.9565,-1.0209,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 1,8.867,,,,,,,,,,11.5764,11.33,8.046,8.7028,7.1429,6.1576,5.4187,8.5386,4.7619,6.8144,3.2841,8.867,,,QC'd by InterBioScreen
193,29215124,379077,C1COCCN1CCNC2=C(C(=O)C3=C(C2=O)N=CC=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-23.167,,,,,,,,,,,,1.0129,1.6551,1.9466,2.8202,0.1392,2.1978,-0.7584,-2.9489,-2.8369,-7.4836,-13.429,-23.167,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0,3.6556,,,,,,,,,,,,1.4622,0.4874,-0.9748,-3.0869,-5.1178,-3.1682,-1.381,-0.0812,-2.1121,2.3558,1.7059,3.6556,QC'd by SigmaAldrich
194,17505744,4416734,CCOP(=O)(C(C(Cl)(Cl)Cl)NC(=O)C1=CC=CC=C1C)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-4.9838,,,,,,,,,,,,4.0232,1.3532,3.3492,1.5261,1.0421,0.8285,3.2531,1.6367,-0.9043,-4.881,-7.2245,-4.9838,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 1,3.3306,,,,,,,,,,,,-0.1625,-0.6499,-0.2437,-1.7872,0.8936,1.7059,3.5743,-1.5435,-1.4622,-1.7872,-5.1178,3.3306,QC'd by InterBioScreen
195,49646063,3713164,CC1(CC(=O)C(C(=O)C1)C(C2C(=O)CC(CC2=O)(C)C)C3=CC=C(C=C3)OCC(=O)OC)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0,-2.881,,,,,,,,,,1.1274,1.5563,3.1448,0.1192,1.0382,6.7272,0.4891,1.7701,3.2064,2.0459,1.0874,-2.881,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-17.734,,,,,,,,,,0,-1.3957,-0.1642,0.2463,-0.4105,-3.2841,-1.1494,0.6568,0,-3.5304,-11.2479,-17.734,,,QC'd by InterBioScreen
196,49680421,16248125,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)CNCCC3=CC=C(C=C3)OC.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.5952,,,,,,,,,,-4.8284,-4.0903,-4.3607,-1.9948,0.1896,1.1792,1.3108,1.5511,0.9291,0.9805,2.2197,3.5952,,,,,,,,,4,,-0.3284,,,,,,,,,,-3.5304,0.9031,-1.4778,-4.1872,-4.7619,-4.1051,-2.9557,-2.2989,-4.2693,-1.642,-0.0821,-0.3284,,,QC'd by Enamine
197,24782122,10000306,CC1=CC2=C(C=C1C)NC3=C2C=[N+](C4=CC=CC=C43)C.[I-],Inconclusive,10,,,Quencher,63.2456,38.2681,,Partial curve; partial efficacy,-4.199,3.2475,0.9964,-36.2681,2,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-31.0567,,,,,,,,,,0.9775,1.8653,2.1577,1.8653,1.5366,3.058,1.6519,1.0696,1.5624,-0.2409,-14.7618,-31.0567,,,Partial curve; high efficacy,-4.199,4.9549,0.9971,-108,0,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-103.448,,,,,,,,,,3.0378,-0.9031,-1.3957,0.9852,-1.5599,-0.0821,0.0821,-0.7389,-3.6125,-1.3136,-40.3941,-103.448,,,QC'd by Specs
198,49668462,135580037,C1=CC(=C(C=C1[N+](=O)[O-])NC2=C(C=CC3=NON=C32)[N+](=O)[O-])O,Inconclusive,10,,,Quencher,398.107,98.7328,,Partial curve; partial efficacy,-3.4,1.8079,0.9857,-100,-1.2672,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-36.1432,,,,,,,,,,,,-3.5326,-0.2227,-3.363,-2.3039,-0.5318,-0.5702,-0.5474,-0.2956,-3.4634,-6.1726,-15.2531,-36.1432,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0,1.4622,,,,,,,,,,,,-5.4427,-6.7425,-5.199,-6.0114,-2.3558,-5.7677,-4.4679,-8.0422,-5.1178,-7.3111,-3.4931,1.4622,QC'd by Chem Div
199,49680897,16243193,COC1=CC=CC=C1CNCC(=O)NC2=CC=C(C=C2)C#N.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-2.0972,,,,,,,,,,,,-10.0221,-9.9412,-9.3062,-5.8472,-4.3249,-4.0928,-0.4189,-3.6045,-0.4922,0.4478,-1.4624,-2.0972,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-3.1682,,,,,,,,,,,,9.0171,2.5183,4.8741,4.5491,3.8993,3.818,0.8123,0.4874,2.2746,-5.3615,-0.5686,-3.1682,QC'd by Enamine
