modeling_row,structure_id,standard_inchi_key,smiles,herg_blocker_label,endpoints,assay_families,document_year,document_years,structure_group_key,bemis_murcko_group,scaffold_grouping_method,requested_split_strategy,actual_split_strategy,split_sha256,dataset_sha256,split
585,STR-367CE95CEA1FFBA07156,BRKOVFUTTJGJEO-UHFFFAOYSA-N,O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1(O)c1ccc(F)cc1)CC2,1,IC50,electrophysiology_functional,2006.0,2006.0,STR-367CE95CEA1FFBA07156,O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
586,STR-36968DC53D22A24035DE,SECKRCOLJRRGGV-UHFFFAOYSA-N,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,0,IC50,electrophysiology_functional,2014.0,2014.0,STR-36968DC53D22A24035DE,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
587,STR-3698CA5FA3F38CFF6A52,OZOLNJQERDKPFN-OSYLJGHBSA-N,COc1ccccc1-c1nc2c(C(=O)N[C@@H]3C[C@H]4CCC[C@@H](C3)N4C)cccc2o1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-3698CA5FA3F38CFF6A52,O=C(NC1CC2CCCC(C1)N2)c1cccc2oc(-c3ccccc3)nc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
588,STR-36A3BE8C6A6EFC030619,VAXBZBVXSWAUTJ-SAZRTPPDSA-N,Cc1cc2cccc(C(=O)N[C@H]3CC[C@@]4(O)[C@H]5Cc6ccc(O)c7c6[C@@]4(CCN5CC4CC4)[C@H]3O7)c2[nH]1,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-36A3BE8C6A6EFC030619,O=C(NC1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5)c1cccc2cc[nH]c12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
589,STR-36ACFE8555F32B4DB464,ZMANQSXBZZYBCV-ASSNKEHSSA-N,C[C@@H]1Cc2c(ccc3[nH]nc(F)c23)[C@@H](c2cnc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,1,IC50,electrophysiology_functional,2018.0,2018.0;2020.0,STR-36ACFE8555F32B4DB464,c1nc(C2NCCc3c2ccc2[nH]ncc32)cnc1NC1CNC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
590,STR-36F8C72F2BB07808EFAC,MCKPHCFFVZXCNO-UHFFFAOYSA-N,NC(=O)N1CCC(c2c(-c3cncnc3)n(-c3ccc(Cl)cc3)c3cnccc23)CC1,1,IC50,electrophysiology_functional,2017.0,2017.0,STR-36F8C72F2BB07808EFAC,c1ccc(-n2c(-c3cncnc3)c(C3CCNCC3)c3ccncc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
591,STR-3704CBA5436798286D9D,ZCTQCBWQMVTHFN-AKJBCIBTSA-N,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccc(F)cc3c2C[C@@H](C)N1CC(F)(F)CO,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-3704CBA5436798286D9D,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
592,STR-37255772E80BEE50D295,QEIUUWQTMLQILI-PIIMJCKOSA-N,CCN1C[C@@H]2[C@H](C1)[C@H]2CN(Cc1cccc(OC(F)(F)F)c1)C(=O)c1cn(C)cn1,1,IC50,electrophysiology_functional,2009.0,2009.0,STR-37255772E80BEE50D295,O=C(c1c[nH]cn1)N(Cc1ccccc1)CC1C2CNCC21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
593,STR-37374C7A71407FF45338,KZOSOTXLAKRUGU-ZDUSSCGKSA-N,NC(=O)c1cnc(O[C@H]2CCCNC2)c2cc(-c3ccccc3)sc12,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-37374C7A71407FF45338,c1ccc(-c2cc3c(OC4CCCNC4)nccc3s2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
594,STR-37434CDD61C8F55513F1,ZFHAKBSSOYHMLY-UHFFFAOYSA-N,CC(C)c1cc2cccc(-c3nnc(C4CCN(CC5CCOCC5)CC4)o3)n2n1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-37434CDD61C8F55513F1,c1cc(-c2nnc(C3CCN(CC4CCOCC4)CC3)o2)n2nccc2c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
595,STR-37A839778DC06FE693E7,KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2CCc2ccccc21,1,IC50,electrophysiology_functional,2002.0,2002.0;2019.0;2022.0;2024.0,STR-37A839778DC06FE693E7,C=C1c2ccccc2CCc2ccccc21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
596,STR-37AB27E00717F0CB4C69,YPELFRMCRYSPKZ-UHFFFAOYSA-N,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,1,IC50,electrophysiology_functional,2009.0,2009.0,STR-37AB27E00717F0CB4C69,O=C(NCC1CN(Cc2ccccc2)CCO1)c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
597,STR-37B178F88B0FE5FC32E2,MJUZYNLBBPDZMI-QPPBQGQZSA-N,Cc1ncccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-37B178F88B0FE5FC32E2,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
598,STR-37D1A17A1562054879D5,GHTORLCXAYWNJL-LBPRGKRZSA-N,CCc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CO)n1,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-37D1A17A1562054879D5,O=C(Cn1cncn1)N1CCN(c2scnc2-c2cncnc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
599,STR-37E2603091D66C2B19F4,QOUGVEYUNOFEBQ-KOMQPUFPSA-N,COc1ccccc1Nc1c(N[C@H]2CC[C@H](Oc3ccc([N+](=O)[O-])cc3)CC2)c(=O)c1=O,0,IC50,electrophysiology_functional,2024.0,2024.0,STR-37E2603091D66C2B19F4,O=c1c(Nc2ccccc2)c(NC2CCC(Oc3ccccc3)CC2)c1=O,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
600,STR-37E3A257F3B4A7464122,DHKPZDWVBJIRBP-ZJSXRUAMSA-N,Cc1ccn(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,0,IC50,electrophysiology_functional,2018.0,2018.0,STR-37E3A257F3B4A7464122,c1cc(CCN2CCC(CCc3ccc4c(n3)NCCC4)C2)cc(-n2cccn2)c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
601,STR-37E95B62D1DFC85F2541,LEGQBTRPHGOTTN-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-c2cccc(F)c2)c(C(=O)N2Cc3cn(-c4ccccc4F)nc3C2)c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-37E95B62D1DFC85F2541,O=C(c1ccccc1-c1ccccc1)N1Cc2cn(-c3ccccc3)nc2C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
602,STR-37F32F7975EAF33248FF,QKVTVPBQFHJNPR-ZWKOTPCHSA-N,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C(=O)C(F)(F)F)cn4C)n2)cc1N[C@@H]1CCOC[C@@H]1N,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-37F32F7975EAF33248FF,c1cc(-n2cc(NC3CCOCC3)cn2)nc(Nc2ccc3[nH]ccc3c2)n1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
603,STR-38134C842CE08E57E7B0,HMOAZJHSXXENHE-QGZVFWFLSA-N,CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,1,IC50,electrophysiology_functional,2009.0,2009.0,STR-38134C842CE08E57E7B0,c1ccc(CN(c2ccccc2)C2CCNC2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
604,STR-3819F1C844D0F5BB5805,RXANXGVEULKMLY-UHFFFAOYSA-N,N#Cc1cccc2c1CC(CNCCC1CN(c3ccc4c(n3)NC(=O)CO4)C(=O)O1)C2,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-3819F1C844D0F5BB5805,O=C1COc2ccc(N3CC(CCNCC4Cc5ccccc5C4)OC3=O)nc2N1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
605,STR-3825605B47E4D4C45501,JDMXXVFQJAZOTB-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(C)(=O)=O)c4)nn23)cc1,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-3825605B47E4D4C45501,c1ccc(-c2ccc3ncc(-c4ccccc4)n3n2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
606,STR-382F804CC3FC717D4BA5,KGWCLBPCJLUGQJ-UHFFFAOYSA-N,CCCOC(c1ccc(Cl)c(Cl)c1)C1CNC1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-382F804CC3FC717D4BA5,c1ccc(CC2CNC2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
607,STR-3830B52BCC169D2CBBDA,CJXIOPIGXQHWQR-DRGJWEBESA-N,COc1ccc(O[C@H](C)CNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-3830B52BCC169D2CBBDA,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
608,STR-38588984DD05BD27FCE3,OKFZWUFFIAFNGA-UHFFFAOYSA-N,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cc3)ccc2n1)N1CCNCC1,1,IC50,electrophysiology_functional,2022.0,2022.0,STR-38588984DD05BD27FCE3,O=C(c1ccc2cc(Oc3ccccc3)ccc2n1)N1CCNCC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
609,STR-38D3CDC839B323678199,DJOJMGVIZNWNIP-WAIKUNEKSA-N,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccn2)N1CC(F)(F)F,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-38D3CDC839B323678199,c1ccc(C2NCCc3c2[nH]c2ccccc32)nc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
610,STR-38F3348F1BC332337414,JPFIVLHIBZXRKR-UHFFFAOYSA-N,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCC2,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-38F3348F1BC332337414,c1cn(-c2ccc(-c3csc(Nc4[nH]nc5c4CCCC5)n3)nc2)cn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
611,STR-39106415D0F9B0A2B6F1,XPZBVPYCFOTFST-CRICUBBOSA-N,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ccc2C#N)N1CC(F)(F)F,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-39106415D0F9B0A2B6F1,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
612,STR-3923A4179941166730E4,LGJVHBLAFORGRB-GUYCJALGSA-N,C[C@@H](CO)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C#N)cn1,0,IC50,electrophysiology_functional,2013.0,2013.0,STR-3923A4179941166730E4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
613,STR-3927C23B2ABFC6DB71B0,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0,IC50,electrophysiology_functional,2014.0,2014.0;2020.0,STR-3927C23B2ABFC6DB71B0,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
614,STR-392954FBD9E5E33FB44F,JFWOCEJLRQNSEH-GFCCVEGCSA-N,c1cncc(OC[C@H]2CNCCN2c2nc3ncccc3o2)c1,0,IC50,electrophysiology_functional,2014.0,2014.0,STR-392954FBD9E5E33FB44F,c1cncc(OCC2CNCCN2c2nc3ncccc3o2)c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
615,STR-393162488233569ACD21,YGNQUIKHDDXWIE-UHFFFAOYSA-N,CC(C)Cn1c(N2CCNCC2)nc2c([N+](=O)[O-])c(Br)c(Br)cc21,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-393162488233569ACD21,c1ccc2[nH]c(N3CCNCC3)nc2c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
616,STR-3975A397952D542EE068,WBCSOAILRDZMDJ-MRXNPFEDSA-N,CN(C[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)C(=O)c1c[nH]c(=O)c2ccccc12,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-3975A397952D542EE068,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
617,STR-3987C5373832C4521960,UDBFUCNDDHVBIO-UHFFFAOYSA-N,CN1CCN(C2CCN(c3nccc4[nH]c(-c5cc(F)cc(F)c5)cc34)CC2)CC1,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-3987C5373832C4521960,c1ccc(-c2cc3c(N4CCC(N5CCNCC5)CC4)nccc3[nH]2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
618,STR-39908BC0C7CE02DE72DA,AMGZVHXDDMROJU-UHFFFAOYSA-N,Clc1ccc(CN(C2CC2)C2CNC2)cc1Cl,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-39908BC0C7CE02DE72DA,c1ccc(CN(C2CC2)C2CNC2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
619,STR-3993B8F3FBC68D028B67,UAHOKMYVVUXBQX-UHFFFAOYSA-N,COc1ccc2ncc(F)c(CCC34CCC(NCc5cc(C)c6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-3993B8F3FBC68D028B67,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
620,STR-39A76C2A7AFF7C53CDDD,ZQADELCMZHYIPT-ZDUSSCGKSA-N,C[C@@H](c1ccc(F)cn1)c1c(CCN(C)C)sc2ccccc12,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-39A76C2A7AFF7C53CDDD,c1ccc(Cc2csc3ccccc23)nc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
621,STR-39AC0FCA40A261FF3B41,KLQDZSYTMPJBBU-UTKZUKDTSA-N,Cc1ncoc1-c1nnc(SCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-39AC0FCA40A261FF3B41,c1ccc(C2CC23CCN(CCSc2nnc(-c4cnco4)[nH]2)C3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
622,STR-39B87D04E27958C27297,TYUBPMFKQHTCNE-UHFFFAOYSA-N,Nc1nc(NC2CCNCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-39B87D04E27958C27297,c1ccc(-c2cc3ncnc(NC4CCNCC4)c3s2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
623,STR-39D3D65053CADC2B6860,BYGNCMHOYHEWQA-UHFFFAOYSA-N,Fc1cnccc1-c1cc2ccncc2n1-c1ccc(Cl)cc1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-39D3D65053CADC2B6860,c1ccc(-n2c(-c3ccncc3)cc3ccncc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
624,STR-39E587E968CE4EBB31F2,ZFUMGFQOKSXSLS-UHFFFAOYSA-N,CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-39E587E968CE4EBB31F2,c1ccc(OCCn2c(C3CCCNC3)nc3ccccc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
625,STR-39F181C79788EA24B9E2,JATLLLBZJVYCFM-CRAIPNDOSA-N,CCc1ccccc1[C@@H](O)[C@H](CNC)c1ccc(Cl)c(Cl)c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-39F181C79788EA24B9E2,c1ccc(CCc2ccccc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
626,STR-39FEBF100B55AFFA2504,GPAKPVKYBBRSFQ-MZNJEOGPSA-N,Cc1ccc(OCCNCCCF)nc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-39FEBF100B55AFFA2504,c1ccc(C2NCCc3c2[nH]c2ccccc32)nc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
627,STR-3A1AE5794BD5BEB282B5,MCANUWBJKZYIBC-HSZRJFAPSA-N,O=C(Cc1ccc(Cl)cc1Cl)N[C@@H]1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O,1,IC50,electrophysiology_functional,1997.0,1997.0,STR-3A1AE5794BD5BEB282B5,O=C(Cc1ccccc1)NC1N=C(c2ccccc2)c2ccccc2NC1=O,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
628,STR-3A4E9928FA5451D7DED2,MYIVBWHBNPYKLU-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cccc(F)c4)C3C2)n1C,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-3A4E9928FA5451D7DED2,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnco5)[nH]4)CC32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
629,STR-3A85C5655043222CD516,RSRMOOHUAYGBBF-UHFFFAOYSA-N,c1ccc(COc2ccc3ccccc3c2CCC2CCNCC2)cc1,0,IC50,electrophysiology_functional,2024.0,2024.0,STR-3A85C5655043222CD516,c1ccc(COc2ccc3ccccc3c2CCC2CCNCC2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
630,STR-3AB8BC8321416144587F,PAYUNELULSPXRL-CQSZACIVSA-N,C[C@]1(COc2ccc(OC(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1,1,IC50,electrophysiology_functional,2021.0,2021.0,STR-3AB8BC8321416144587F,c1ccc(OCC2CCn3ccnc3O2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
631,STR-3ABD3D3F6FEED60895A6,OSUZOKVUVSOJSC-UHFFFAOYSA-N,c1ccc(-n2c(-c3cnc(N4CCOCC4)nc3)cc3ccncc32)cc1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-3ABD3D3F6FEED60895A6,c1ccc(-n2c(-c3cnc(N4CCOCC4)nc3)cc3ccncc32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
632,STR-3AD2CE6979C8BEEA5596,IXIAWXRFUMXMQT-UHFFFAOYSA-N,O=C(NC1CC(F)(F)C1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,0,IC50,electrophysiology_functional,2022.0,2022.0,STR-3AD2CE6979C8BEEA5596,O=C(NC1CCC1)c1ccc2cc(Oc3ccccn3)ccc2n1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
633,STR-3AEEDC22AE0A612FDCD7,MSNZEHCCRXNMBZ-WBVHZDCISA-N,CNC(=O)c1nc(C)n2ccc(Nc3nccc(-n4cc([C@@H]5C[C@@H](F)CN5C)cn4)n3)cc12,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-3AEEDC22AE0A612FDCD7,c1cc(-n2cc(C3CCCN3)cn2)nc(Nc2ccn3cncc3c2)n1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
