modeling_row,structure_id,standard_inchi_key,smiles,herg_blocker_label,endpoints,assay_families,document_year,document_years,structure_group_key,bemis_murcko_group,scaffold_grouping_method,requested_split_strategy,actual_split_strategy,split_sha256,dataset_sha256,split
1079,STR-663AE8C4206CAC634377,ZUCRVTBTGIZZTG-KMDXXIMOSA-N,CCc1ccn2ccnc2c1N1CCCN(CC2CCN(C(=O)[C@H]3C[C@@H]4CC[C@H]3O4)CC2)CC1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-663AE8C4206CAC634377,O=C(C1CC2CCC1O2)N1CCC(CN2CCCN(c3cccn4ccnc34)CC2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1080,STR-663DBF6A2AC94406A29B,LWYNHLQFGJBUEK-UHFFFAOYSA-N,O=C(C1CCCCN1C(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1,1,IC50,electrophysiology_functional,2009.0,2009.0,STR-663DBF6A2AC94406A29B,O=C(C1CCCCN1C(=O)CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CCCC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1081,STR-66440EAC644124537B7E,RROASANFHJCPDA-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(N2CCC(F)(F)CC2)c(C(=O)N2Cc3cn(-c4ccccc4F)nc3C2)c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-66440EAC644124537B7E,O=C(c1ccccc1N1CCCCC1)N1Cc2cn(-c3ccccc3)nc2C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1082,STR-66728E53689270C6F270,GIRFLANIOVOTNP-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(N2CCC(F)(F)CC2)c(C(=O)N2Cc3cn(-c4cncc(F)c4)nc3C2)c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-66728E53689270C6F270,O=C(c1ccccc1N1CCCCC1)N1Cc2cn(-c3cccnc3)nc2C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1083,STR-66BC3E188E0D113784B8,VZGTZGJZKSGJBF-UHFFFAOYSA-N,COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc2cccc(OC)c2)CC1,1,IC50,electrophysiology_functional,2011.0,2011.0,STR-66BC3E188E0D113784B8,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1084,STR-66CD5E73139F2E58DF65,NXQPJQJTOHVJDX-UHFFFAOYSA-N,COc1cc(CN2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,1,IC50,electrophysiology_functional,2011.0,2011.0,STR-66CD5E73139F2E58DF65,c1ccn2c(-c3ccnc(Nc4ccc(CN5CCOCC5)cc4)n3)cnc2c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1085,STR-671713B9052DD03C1125,KOUMCBHTVFDPSI-OAHLLOKOSA-N,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnnc2ccccc12,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-671713B9052DD03C1125,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cnnc2ccccc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1086,STR-671AB780D8BF9504951D,KSDHEUHZIMFECS-UHFFFAOYSA-N,CCCc1nc2ccc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,1,IC50,electrophysiology_functional,2022.0,2022.0,STR-671AB780D8BF9504951D,O=c1cnc2ccc(CN3CCN(c4cccnc4)CC3)cc2[nH]1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1087,STR-673E990D64ACBA45D2E9,YIXCZNDGIANWJE-UHFFFAOYSA-N,C[n+]1c(CCCOc2ccccc2Cl)cccc1CCCOc1ccccc1Cl,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-673E990D64ACBA45D2E9,c1ccc(OCCCc2cccc(CCCOc3ccccc3)[nH+]2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1088,STR-6753DA9FB0D82F58EE8A,LEFCQXUNQUOKDG-UHFFFAOYSA-N,NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)c2cccc(F)c21,1,IC50,electrophysiology_functional,2015.0,2015.0,STR-6753DA9FB0D82F58EE8A,C1=NC2(c3ccccc31)c1cc(-c3cncnc3)ccc1OCC21CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1089,STR-6754C43550BC9DC58166,ZDZMGLNKGDDURP-UHFFFAOYSA-N,COc1cc(-c2cncc(-c3ccc(N4CCN(C(C)C)CC4)cc3)c2C)cc(OC)c1OC,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-6754C43550BC9DC58166,c1ccc(-c2cncc(-c3ccc(N4CCNCC4)cc3)c2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1090,STR-67559C91417B1FF53B68,LPIMMTVSTRQEMO-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2)CC1)C(F)(F)F,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-67559C91417B1FF53B68,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1091,STR-676E214DE701722ED02D,FLPIGVIYWNVKGE-UHFFFAOYSA-N,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3cccnn3)cc12,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-676E214DE701722ED02D,c1cnnc(-c2ccc3ncccc3c2)c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1092,STR-678ABD1A48306C01E585,GMCICJZIANWTML-UHFFFAOYSA-N,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncn1)CC2,1,IC50,electrophysiology_functional,2009.0,2009.0,STR-678ABD1A48306C01E585,O=C(c1ccncn1)N1CCC2(CCN(Cc3ccccc3Oc3ccccc3)CC2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1093,STR-67AEF05F5E7C99C2A5FA,KCVDLYFIRMHDBH-UHFFFAOYSA-N,Fc1ccc(N(CCNCCCc2ccccc2)c2ccc(F)cc2)cc1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-67AEF05F5E7C99C2A5FA,c1ccc(CCCNCCN(c2ccccc2)c2ccccc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1094,STR-67B03D6CE0F010AA70E0,ARTHMYMZKYCXTE-UHFFFAOYSA-N,O=C1CCCN1C1CCN(CCOc2ccc(Oc3nc4ncccc4s3)cc2)CC1,1,IC50,electrophysiology_functional,2012.0,2012.0,STR-67B03D6CE0F010AA70E0,O=C1CCCN1C1CCN(CCOc2ccc(Oc3nc4ncccc4s3)cc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1095,STR-67C010455D01872D67D7,WXPNHKQJDJARLG-UHFFFAOYSA-N,Cc1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)cc1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-67C010455D01872D67D7,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1096,STR-67C219E68AD03798AC21,GIXNEGGWWYHJGX-UHFFFAOYSA-N,CNCC(Cc1ccccc1C)c1ccc2ccccc2c1,1,IC50,electrophysiology_functional,2018.0,2018.0,STR-67C219E68AD03798AC21,c1ccc(CCc2ccc3ccccc3c2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1097,STR-67E7072A44BB6ED1C0DA,JIYYTYAJDBFNPB-RCSZBHJWSA-N,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3c(Cl)cc4c(c3Cl)OCCO4)(CC1)CO2,0,IC50,electrophysiology_functional,2015.0,2015.0,STR-67E7072A44BB6ED1C0DA,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(c3)OCCO4)(CC1)CO2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1098,STR-67EDDCFD4A725D45FDD3,GIASCJLVGROQGW-UHFFFAOYSA-N,Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3nncs3)n2)cc1,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-67EDDCFD4A725D45FDD3,c1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3nncs3)n2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1099,STR-67F7892AFDDEEBB56624,HZISGJVOPZSKRZ-QPPBQGQZSA-N,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(S(N)(=O)=O)cc1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-67F7892AFDDEEBB56624,c1ccc(-c2nnc(SCCCN3CCC4(CC4c4ccccc4)C3)[nH]2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1100,STR-680594A9F1B63602FE6A,UMSVVSTYLSAPLD-CYBMUJFWSA-N,CN1CCC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3cccnc23)C1,1,IC50,electrophysiology_functional,2025.0,2025.0,STR-680594A9F1B63602FE6A,c1ccc(-c2nnc(NC3CCCNC3)c3ncccc23)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1101,STR-6807648DFC2D2F3A2EA1,MHGDLTRGGROAQK-UHFFFAOYSA-N,O=C1c2nc3cccc(Cl)c3n2CCN1CC1CC1,0,IC50,electrophysiology_functional,2021.0,2021.0,STR-6807648DFC2D2F3A2EA1,O=C1c2nc3ccccc3n2CCN1CC1CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1102,STR-681B448ED5812490B5AD,WBXJUFGWKGSYIT-UHFFFAOYSA-N,Cc1nn(C2CCN(CCO)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-681B448ED5812490B5AD,c1ccn2ncc(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)c2c1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1103,STR-683D4E191534D5582E1C,CAPFNEJTKCIVRA-XJQPTBGDSA-N,CC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,1,IC50,electrophysiology_functional,2021.0,2021.0,STR-683D4E191534D5582E1C,O=C(NCC1C2CC(n3cnc4ccccc43)CC12)c1ccccc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1104,STR-684971F66924AD7DF37F,UQBHXZLKMLKWPT-WKRVNPTQSA-N,CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccc(Cl)cc3C2)CC1,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-684971F66924AD7DF37F,c1ccc2c(c1)CC(CNC1CCC(n3cnc4ccccc43)CC1)C2,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1105,STR-6853774461A6DF0765B6,PLCLLBVMKOLHCX-UHFFFAOYSA-N,OCCn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-6853774461A6DF0765B6,c1cnc2c(c1)CCCC2N(CCCN1CCNCC1)Cc1nccc2c1[nH]c1ccccc12,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1106,STR-688D2472C68A0AFCCD87,SQDIKQKCDLMHCF-CQSZACIVSA-N,Cc1csc([C@H](C)C2=C(CCN(C)C)Cc3ccccc32)n1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-688D2472C68A0AFCCD87,C1=C(Cc2nccs2)c2ccccc2C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1107,STR-6891C9924EE45CFDE0A0,LZLFOPCRHMBFCG-UHFFFAOYSA-N,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccc(Cl)cc23)CC1,1,IC50,electrophysiology_functional,2003.0,2003.0,STR-6891C9924EE45CFDE0A0,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccccc23)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1108,STR-68AB92497F176D68C129,HFTMKXPVVROZLB-IPJJNNNSSA-N,N#Cc1ccc2ccc(=O)n(CCCN[C@H]3CC[C@H]4[C@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2c1,1,IC50,electrophysiology_functional,2022.0,2022.0,STR-68AB92497F176D68C129,O=C1COc2ccc(N3C(=O)OC4CC(NCCCn5c(=O)ccc6ccccc65)CCC43)nc2N1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1109,STR-68ED96AC3F4A7CD9559D,VNCZMBMKODMGRG-QGZVFWFLSA-N,O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnc(-c2ccccc2)s1,1,IC50,electrophysiology_functional,2019.0,2019.0,STR-68ED96AC3F4A7CD9559D,O=C(Nc1ccc(C2CNCCO2)cc1)c1cnc(-c2ccccc2)s1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1110,STR-6901E9A64BB291F73020,BPIMWCPHYBQONW-SFHVURJKSA-N,CCOC(=O)N1CCC(CN2CC[C@H](N3C(=O)Cc4ccccc43)C2)CC1,1,IC50,electrophysiology_functional,2013.0,2013.0,STR-6901E9A64BB291F73020,O=C1Cc2ccccc2N1C1CCN(CC2CCNCC2)C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1111,STR-6907B3127C48F3257FCE,AIBNCLLVENCCGP-KRWDZBQOSA-N,NC(=O)Nc1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,1,IC50,electrophysiology_functional,2014.0,2014.0,STR-6907B3127C48F3257FCE,c1ccc(OCCCN2CCC3(CC2)Cc2ccccc2O3)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1112,STR-6908AC34215FC862C081,YACXOXQTGJXYNX-UHFFFAOYSA-N,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,1,IC50,electrophysiology_functional,2007.0,2007.0,STR-6908AC34215FC862C081,O=C1c2cc(CN3CCNCC3)ccc2-c2[nH]nc(-c3ccsc3)c21,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1113,STR-690DA0CF9D8A7B5921A5,YIXDWYJNAHJADD-BLWXERESSA-N,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-690DA0CF9D8A7B5921A5,O=C(Nc1csc(C23COCCC2CSC=N3)c1)c1ccccn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1114,STR-6921AB11285EB32DAF1C,UXMYQZAEDKKWCL-UHFFFAOYSA-N,CC1OC2(CCN(CCc3ccccc3)CC2)CN(C(C)C)C1=O,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-6921AB11285EB32DAF1C,O=C1COC2(CCN(CCc3ccccc3)CC2)CN1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1115,STR-69291B94D547B0192F3F,UFFPDLROZFWPBV-UHFFFAOYSA-N,CN1CCN(c2ncc(C(=O)Nc3cc(-c4cccs4)ccc3N)s2)CC1,0,IC50,electrophysiology_functional,2020.0,2020.0,STR-69291B94D547B0192F3F,O=C(Nc1cccc(-c2cccs2)c1)c1cnc(N2CCNCC2)s1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1116,STR-693F92D1C825FCB10FCB,YVLHQFZWDLUAGE-MAUKXSAKSA-N,CNC[C@@H](c1ccc(Cl)c(Cl)c1)[C@H](O)c1cccc(NC(C)=O)c1,0,IC50,electrophysiology_functional,2018.0,2018.0,STR-693F92D1C825FCB10FCB,c1ccc(CCc2ccccc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1117,STR-69495FF4A3E32FAFF81E,VVCYJFVTVHMTBV-HSZRJFAPSA-N,O=C(Cc1ccc(C(F)(F)F)cc1C(F)(F)F)N[C@@H]1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O,1,IC50,electrophysiology_functional,1997.0,1997.0,STR-69495FF4A3E32FAFF81E,O=C(Cc1ccccc1)NC1N=C(c2ccccc2)c2ccccc2NC1=O,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1118,STR-695EBCBED746BF45F600,BMUHJRCSESNQGV-UHFFFAOYSA-N,CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cncc(C(F)(F)F)c2)C1=O,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-695EBCBED746BF45F600,O=C1COC2(CCN(CCc3ccccc3)CC2)CN1c1cccnc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1119,STR-69704094E7E46EFA3FCE,VBVUHRAMHPJYNI-UHFFFAOYSA-N,O=C(NC1CCN(C2CCCCC2)CC1)c1nnc(-c2ccc(F)cc2F)o1,1,IC50,electrophysiology_functional,2020.0,2020.0,STR-69704094E7E46EFA3FCE,O=C(NC1CCN(C2CCCCC2)CC1)c1nnc(-c2ccccc2)o1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1120,STR-6971C5F2AEB224992617,AAELEHAFAYIZRH-WGSAOQKQSA-N,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccco1,1,IC50,electrophysiology_functional,2016.0,2016.0,STR-6971C5F2AEB224992617,O=C(NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccco1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1121,STR-6997F1736EF56F3CD19B,LQGKKZYSNBYZNR-SECBINFHSA-N,Cc1nsc(-c2nnc3n2CCN(C(=O)c2cccc(Cl)c2)[C@@H]3C)n1,0,IC50,electrophysiology_functional,2016.0,2016.0,STR-6997F1736EF56F3CD19B,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1122,STR-69D53FBCEA872F35E83A,LZYXXAWRBSUKEJ-INIZCTEOSA-N,O=C(Nc1ccc(F)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,0,IC50,electrophysiology_functional,2013.0,2013.0,STR-69D53FBCEA872F35E83A,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1123,STR-69EBAC717C2F6556CACA,DPLLJMBFZXPPLZ-UHFFFAOYSA-N,FC(F)(F)c1ccc(C(F)(F)CN2CCC(Nc3ncnc4[nH]ncc34)CC2)nc1,0,IC50,electrophysiology_functional,2018.0,2018.0,STR-69EBAC717C2F6556CACA,c1ccc(CCN2CCC(Nc3ncnc4[nH]ncc34)CC2)nc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,test
1124,STR-69ECD1E7C6A767D61312,HUYAYYNMFWAVOZ-UHFFFAOYSA-N,COc1cc(F)ccc1-c1cncc(CNC2CCCCC2)c1,1,IC50,electrophysiology_functional,2011.0,2011.0,STR-69ECD1E7C6A767D61312,c1ccc(-c2cncc(CNC3CCCCC3)c2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1125,STR-6A02164FB7D7F0A9124D,BXJIDYPPJRIREO-QPJJXVBHSA-N,COc1ncc(C(=O)N2CCN(C(=O)/C=C/c3ccc(Br)cc3)CC2)cn1,1,IC50,electrophysiology_functional,2023.0,2023.0,STR-6A02164FB7D7F0A9124D,O=C(C=Cc1ccccc1)N1CCN(C(=O)c2cncnc2)CC1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1126,STR-6A275EA88CF2F90856D5,SKZVJZQVXSCUCD-UHFFFAOYSA-N,CC(=O)N1CCC(c2[nH]nc(-c3ccc(F)cc3)c2-c2ccncc2)CC1,1,IC50,electrophysiology_functional,2010.0,2010.0,STR-6A275EA88CF2F90856D5,c1ccc(-c2n[nH]c(C3CCNCC3)c2-c2ccncc2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
1127,STR-6A2E27594D82691C6EE0,QVMYFGSETVJBSQ-NQIIRXRSSA-N,Cc1ccccc1N1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CC1,1,IC50,electrophysiology_functional,2008.0,2008.0,STR-6A2E27594D82691C6EE0,c1ccc(N2CCN(CC3CCc4cccnc4CC3)CC2)cc1,bemis_murcko,random,random,29aec7c662550151b135c11369ad89a2f642fdd02a5992be976aa2e2d3a15828,104c87207414336a1129c21ea7bc41b7dc964fd0045cd8d35a88962d35ddf3eb,train
