table,code,severity,scope,message,row_number,column,identifier,value,context
menin,missing_numeric_value,error,row,'value_raw' is missing.,873,value_raw,28232919,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,874,value_raw,28232920,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,876,value_raw,28232922,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,877,value_raw,28232923,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,879,value_raw,28232925,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,880,value_raw,28232926,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,882,value_raw,28232928,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,883,value_raw,28232929,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,885,value_raw,28232931,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,886,value_raw,28232932,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,888,value_raw,28232934,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,889,value_raw,28232935,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,891,value_raw,28232937,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,892,value_raw,28232938,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,894,value_raw,28232940,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,895,value_raw,28232941,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,897,value_raw,28232943,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,898,value_raw,28232944,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,900,value_raw,28232946,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,901,value_raw,28232947,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,903,value_raw,28232949,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,904,value_raw,28232950,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,906,value_raw,28232952,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,907,value_raw,28232953,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,909,value_raw,28232955,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,910,value_raw,28232956,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,912,value_raw,28232958,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,913,value_raw,28232959,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,915,value_raw,28232961,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,916,value_raw,28232962,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,918,value_raw,28232964,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,919,value_raw,28232965,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,921,value_raw,28232967,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,922,value_raw,28232968,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,924,value_raw,28232970,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,925,value_raw,28232971,,{}
menin,missing_numeric_value,error,row,'value_raw' is missing.,927,value_raw,28232973,,{}
