evidence_domain,endpoint,canonical_unit,sampled_numeric_rows,min,p01,median,p99,max,sampling_note
pk_adme,AUC,nm.hr.kg/mg,14,260.0,267.8,550.0,4148.0,4200.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nm.hr/g,6,1.14,1.18115,7.265000000000001,52.972,53.87,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nm.hr/l,9,300.0,388.72,8500.0,36964.84,38287.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nm.hr/mg/kg,8,0.0,0.07,154.5,628.0699999999999,635.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nm.hr/ml,3,496.0,508.26,1109.0,4263.62,4328.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nm.min/ml,4,297.6,316.488,1435.45,2949.3959999999997,2980.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nm/l.hr,1,323.0,323.0,323.0,323.0,323.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nm/ml,13,224.0,226.964,3748.5,14308.91599999999,15332.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmhr-1ml-1,2,21.7,21.97,35.2,48.43,48.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmhrml,18,29.0,30.53,88.0,139.81,141.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nml-1hr-1,2,384.0,388.54,611.0,833.46,838.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol.hr,6,1.22,1.562,1032.633,13505.000000000002,13975.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol.hr/g,33,0.68,0.776,68.8,553.872,558.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol.hr/kg,4,334.0,348.1,1511.5,2346.07,2350.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol.min.g-1,16,0.0,0.0,47.5,226.5,228.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol/100.000cellsxh,3,0.35,0.36419999999999997,1.06,1.4912,1.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol/g,3,12.0,12.0,12.0,45.32,46.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol/g.hr,19,0.58,0.58,6.05,1176.4240000000004,1402.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol/g.min,5,13.0,13.204,575.0,7007.263999999999,7173.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol/g/min,5,11.0,20.52,1275.0,1909.84,1930.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol/hr,3,0.09,3.8882,190.0,231.16,232.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,nmol/l.min,4,10886.71,13214.605,90221.005,267501.252,272930.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,pmhr-1g-1,6,104.0,109.45,519.0,2155.2000000000003,2224.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,pmkg-1,8,431.0,443.32,1466.0,4709.5599999999995,4849.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,pmml-1,12,48.0,54.16,727.5,4629.880000000001,4849.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,pmol,3,10.42,11.5154,65.19,69.9136,70.01,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,pmol.hr/g,6,52.8,59.515,258.5,1008.3200000000002,1047.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,pmol.min,8,34.0,262.55,17355.0,1345783.2199999997,1431047.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,pmol.min/mg,4,13.8,13.806000000000001,45.5,127.43999999999998,129.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,s,7,74.3,74.3,100.1,272.2459999999999,278.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,suv.min,13,6.1,9.088,49.34,170.87199999999993,178.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,u-1hr-1ml-1,6,15.5,15.905,26.67,64.4775,65.04,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,uM,204,0.0,0.0,3.0,748.5,7535.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ua.cm'-2,3,173.3,176.36120000000003,326.36,601.6812,607.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug.h/g,4,0.0,0.01347,0.8145,4.080299999999999,4.17,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug.hr/g,68,0.0,0.0402,8.3,8591.319999999985,14557.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug.hr/kg,27,0.058,0.06866,3.4,97.23839999999984,123.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug.hr/ml/day,2,6.55,6.7844999999999995,18.275,29.7655,30.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug.hr/ml/mg/kg,18,0.01,0.01,1.11,4.778999999999998,5.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug.min/g,8,0.052,0.073,254.0,685.508,686.6,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug/g,2,2945.0,2986.16,5003.0,7019.84,7061.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug/g.hr,9,0.7,0.724,12.81,215.4,223.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug/g.min,2,1856215.0,1896344.2,3862675.0,5829005.8,5869135.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug/hr.kg,18,2.26,2.3007999999999997,85.65,4844.197699999997,5130.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug/l,2,482.0,497.03,1233.5,1969.97,1985.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug/mL,10,86.0,86.72,284.0,1785.4500000000003,1893.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ug/mg/day,1,492.0,492.0,492.0,492.0,492.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ugequiv.hr/g,18,0.61,0.6678,285.27,2449.245199999998,2656.38,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ugequiv/l.hr,21,755.8,845.14,5622.3,125675.80000000005,139766.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ugh/g,5,0.0,0.00172,4.85,12.5224,12.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ughml-1kg-1,2,0.382,0.57518,10.041,19.506819999999998,19.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ughr-1g-1,17,0.0,0.03424,1.18,10.0976,10.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ughrum-1,23,0.0,0.0088,1.7,5.796000000000004,6.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ugmin/ml,1,173.0,173.0,173.0,173.0,173.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ugming-1,2,3.3,3.367,6.65,9.933,10.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,ugml-1,96,0.0,0.057,20.45,406.1999999999993,638.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,uhml-1,3,1.07,1.4166,18.4,38.588,39.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.h.kg/mg,6,0.001,0.0011,0.025,0.1785,0.18,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.h/l,2,2.1,2.149,4.55,6.951,7.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.hr,283,0.0,0.013099999999999999,5.1,5443.126000000012,19696.14,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.hr.kg,1,11.89,11.89,11.89,11.89,11.89,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.hr.kg/mg,225,0.0,0.0,0.96,74.1519999999997,231.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.hr/mg,1,98.0,98.0,98.0,98.0,98.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.hr/mg.kg,58,0.001,0.017530000000000004,0.445,7.7737,9.82,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.hr/ml,74,0.1,0.1,10.05,176.32829999999998,178.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um.min/ml,2,1040.0,1055.3,1805.0,2554.7,2570.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,um/hr/kg/mg,1,0.05,0.05,0.05,0.05,0.05,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umh/(mg/kg),4,0.15,0.1515,1.2000000000000002,8.310999999999998,8.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umh/dose,3,0.07,0.0728,0.21,0.6118,0.62,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umh/mpk,11,0.004,0.0053,0.39,7.595000000000003,8.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umhkg/mg,16,0.009,0.009,0.139,2.4899999999999998,2.7,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umhr-1ml-1,7,10.0,11.92,132.0,239.79999999999998,241.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umhrl-1,11,1.8,1.86,15.2,67.18,68.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umhrml-1,5,0.068,0.07208,0.69,4.9559999999999995,5.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umkg-1,2,704.0,706.96,852.0,997.04,1000.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,uml,9,32.3,33.547999999999995,132.0,244.16,252.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umminl-1,10,4.0,4.09,9.8,33.74,35.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umminum-1,5,17.0,21.52,300.0,2370.0,2450.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umol.hr/kg,5,0.0,0.0,0.8,8.296000000000001,8.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,umol/l.min,2,868.3,880.992,1502.9,2124.808,2137.5,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC,unhkg/mg,1,0.9,0.9,0.9,0.9,0.9,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC c,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUC p,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,%,39,0.04,0.15400000000000003,14.0,4816.479999999998,5122.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,day.ng/ml,2,325.96,331.1013,583.025,834.9487,840.09,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,hr.mmol,2,6.12,6.2528,12.76,19.2672,19.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,hr.ng/g,63,97.08,106.9504,7477.0,813480.7000000014,1124265.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,hr.nmol/g,4,9.0,12.030899999999999,490.615,1043.666,1049.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,hr.nmol/ml,7,0.05,0.05408,11.6,28.068999999999996,28.45,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,hr.ug/g,2,18.1,18.429000000000002,34.55,50.671,51.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,min.ng/g,15,8586.0,8964.7,220405.0,2555249.3199999994,2682301.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,nM,1,125.0,125.0,125.0,125.0,125.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ng.hr,4,166.0,178.24,1242.0,4441.699999999999,4520.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ng.hr/g,18,25.0,45.91,5245.0,635205.7799999991,719469.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ng.min/g,7,262874.0,277814.24,633289.0,884936.36,890969.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ng/g.hr,3,1843.0,1849.74,2180.0,3944.0,3980.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ng/hr,1,6480.0,6480.0,6480.0,6480.0,6480.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ngequiv.hr/g,1,8298.0,8298.0,8298.0,8298.0,8298.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,nm.hr/l,3,2778.0,2870.1,7383.0,11530.36,11615.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,nm.hr/ml,7,104.0,114.86,5626.0,18275.18,18284.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,nm/min,2,5090.0,5254.1,13295.0,21335.9,21500.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,nmol.hr/g,2,49.65,49.8062,57.459999999999994,65.1138,65.27,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,nmol/hr/l,10,652.0,652.0,7259.5,20635.0,20635.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,pmol.hr/g,5,10.38,11.2956,4480.0,73163.59999999999,75800.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,pmol.min,2,12.1,12.491,31.650000000000002,50.809000000000005,51.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,pmol.min/mg,2,9.86,10.6494,49.33,88.0106,88.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ug.hr/g,4,4.2,4.3950000000000005,18.4,36.96399999999999,37.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ug.min/g,1,119.1,119.1,119.1,119.1,119.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,ug/g.hr,1,66.13,66.13,66.13,66.13,66.13,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUClast,um.min/ml,2,718.0,728.72,1254.0,1779.28,1790.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,AUCt,pmol.hr,2,288572.0,289355.84,327764.0,366172.16,366956.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Absoption,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Absorption,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Absorption,%,15,1.0,1.56,19.0,79.17999999999999,81.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,,0,,,,,,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,%,4413,-78.8,-25.0,54.0,161.64000000000033,983.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,/min,5,0.0294,0.037024,0.24,0.3076,0.31,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,/nmol,7,0.0,0.03,0.5,94.05999999999995,100.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,10'-6cm/s,4,1.22,1.3427,8.055,16.231999999999996,16.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,10'-7cm/s,1,3.2,3.2,3.2,3.2,3.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,10'3no_unit,22,0.79,0.8341000000000001,11.9,116.16,117.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,10e-6*scm-1,4,0.3,0.318,1.4,3.7429999999999994,3.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,cms-1,12,0.07,0.28559999999999997,4.08,7.4975000000000005,7.58,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,cpm,2,689.0,689.48,713.0,736.52,737.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,cps,30,814.0,1012.0699999999999,24277.0,113711.33,114095.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,h,2,1.5,1.513,2.15,2.787,2.8,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,iu/l,31,11.3,12.02,27.8,151.0,157.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,mM,5,0.04,0.0404,0.12,0.428,0.44,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,mg,3,27.3,27.310000000000002,27.8,29.172,29.2,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,mg/g,7,5.3,6.494,31.9,41.274,41.4,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,mg/l,6,53.59,53.694,59.144999999999996,70.96400000000001,71.26,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,mg/ml,3,0.25,0.25,0.25,0.25,0.25,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,mm2,6,196.0,196.825,241.5,278.71000000000004,279.3,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,nM,42,5.0,7.050000000000001,1248.5,12631.039999999999,12736.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,nm/mg*min,18,0.129,0.13818,2.2385,41.300999999999995,42.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,nm/s,5,30.0,32.8,170.0,249.6,250.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,nmmin-1(mgofprotein)-1,3,0.05,0.0504,0.07,0.217,0.22,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,nmmin-1mg-1,22,0.0,0.0,260.0,300.0,300.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,nmol,12,0.0,0.0,0.17099999999999999,40.0,40.0,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,nmol.hr/g,23,0.0,0.0,6.6,140.34400000000005,149.1,exact when group <=200000; deterministic first-200000 otherwise
pk_adme,Activity,nmol/g,45,0.0,0.0,93.0,501.84000000000043,585.0,exact when group <=200000; deterministic first-200000 otherwise
