dataset,task_scope,evidence_domain,endpoint,unit,relation,assay_family,observation_kind,measure_role,rows,minimum,p01,q1,median,q3,p99,maximum,mean,population_sd,iqr,quantile_method
observations,,herg,K,/nm/min,=,herg_other,experimental_summary,exact_value,25,0.0012999999999999999,0.001372,0.0045999999999999999,0.017000000000000001,0.041000000000000002,0.54639999999999922,0.64000000000000001,0.061168000000000007,0.13253828041739488,0.036400000000000002,exact_linear_order_statistics_disk_backed
observations,,herg,K,10'-4/nm/min,=,herg_other,experimental_summary,exact_value,12,1.3999999999999999,1.4219999999999999,2.4750000000000001,3.25,3.9000000000000004,5.5449999999999999,5.5999999999999996,3.2916666666666665,1.2691587327394829,1.4250000000000003,exact_linear_order_statistics_disk_backed
observations,,herg,K,10'-5/nm/min,=,herg_other,experimental_summary,exact_value,7,1.3999999999999999,1.4119999999999999,2.4500000000000002,6.2000000000000002,7.9000000000000004,8.581999999999999,8.5999999999999996,5.2714285714285714,2.8892481897616236,5.4500000000000002,exact_linear_order_statistics_disk_backed
observations,,herg,K,10'-7/nm/min,=,herg_other,experimental_summary,exact_value,1,2.7999999999999998,2.7999999999999998,2.7999999999999998,2.7999999999999998,2.7999999999999998,2.7999999999999998,2.7999999999999998,2.7999999999999998,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Kd,nM,=,herg_binding,experimental_summary,exact_value,1,3900,3900,3900,3900,3900,3900,3900,3900,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,Kd,nM,=,herg_other,experimental_summary,exact_value,45,0.44,0.56759999999999999,34,100,368,110611.64000000041,190546,4993.5637777777774,28034.730112195346,334,exact_linear_order_statistics_disk_backed
observations,,herg,Ki,nM,<,herg_binding,experimental_summary,upper_censor_bound,67,13,6604.4200000000001,10000,10000,10000,10000,10000,9850.940298507463,1210.9667395089448,0,exact_linear_order_statistics_disk_backed
observations,,herg,Ki,nM,=,herg_binding,experimental_summary,exact_value,1735,0.39000000000000001,3.8380000000000001,794.33000000000004,3800,12500,49000,130000,8545.2202420749272,11287.35067004964,11705.67,exact_linear_order_statistics_disk_backed
observations,,herg,Ki,nM,=,herg_other,experimental_summary,exact_value,75,0.28000000000000003,1.2568000000000001,78.5,944,4600,47064.000000000131,66600,6152.1258666666663,12274.108373662461,4521.5,exact_linear_order_statistics_disk_backed
observations,,herg,Ki,nM,>,herg_binding,experimental_summary,lower_censor_bound,846,5,10,10000,25000,25000,150000,150000,22906.126926713947,20662.533391324043,15000,exact_linear_order_statistics_disk_backed
observations,,herg,Ki,nM,>,herg_other,experimental_summary,lower_censor_bound,7,8000,8120,10000,40000,100000,100000,100000,52571.428571428572,42287.644743579462,90000,exact_linear_order_statistics_disk_backed
observations,,herg,Potency,nM,=,herg_functional,experimental_summary,exact_value,679,2.2000000000000002,69.105999999999995,5011.8999999999996,14125.4,31622.799999999999,79432.800000000003,79432.800000000003,18248.76200294551,15790.524950349147,26610.900000000001,exact_linear_order_statistics_disk_backed
observations,,herg,TIME,h,=,herg_other,experimental_summary,exact_value,50,6.3330000000000002e-06,4.1067630000000002e-05,0.045832499999999998,0.10001499999999999,0.24582500000000002,1.7093299999999998,1.75,0.24703421106000001,0.39929629356076429,0.19999250000000002,exact_linear_order_statistics_disk_backed
observations,,herg,V1/2,mv,=,herg_other,experimental_summary,exact_value,2,-64.599999999999994,-63.979999999999997,-49.099999999999994,-33.599999999999994,-18.100000000000001,-3.2199999999999989,-2.6000000000000001,-33.599999999999994,31,30.999999999999993,exact_linear_order_statistics_disk_backed
observations,,herg,XC50,nM,=,herg_other,experimental_summary,exact_value,2,8000,8240,14000,20000,26000,31760,32000,20000,12000,12000,exact_linear_order_statistics_disk_backed
observations,,herg,XC50,nM,>,herg_other,experimental_summary,lower_censor_bound,2,50000,50500,62500,75000,87500,99500,100000,75000,25000,25000,exact_linear_order_statistics_disk_backed
observations,,herg,effect,%,=,herg_binding,experimental_summary,exact_value,1,10,10,10,10,10,10,10,10,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,pXC50,M,=,herg_binding,experimental_summary,exact_value,2,4.5,4.5069999999999997,4.6749999999999998,4.8499999999999996,5.0250000000000004,5.1930000000000005,5.2000000000000002,4.8499999999999996,0.3500000000000083,0.35000000000000053,exact_linear_order_statistics_disk_backed
observations,,herg,standard_binding_free_energy,kcal/mol,=,herg_binding,derived,exact_value,1,-7.3791239535592732,-7.3791239535592732,-7.3791239535592732,-7.3791239535592732,-7.3791239535592732,-7.3791239535592732,-7.3791239535592732,-7.3791239535592732,0,0,exact_linear_order_statistics_disk_backed
observations,,herg,standard_binding_free_energy,kcal/mol,=,herg_other,derived,exact_value,44,-12.764641738417216,-12.635660124667529,-10.267504892370157,-9.5497290912396693,-8.9321454292818441,-6.9661307481624144,-6.8918127201724699,-9.6374381014285877,1.3787164458426224,1.335359463088313,exact_linear_order_statistics_disk_backed
observations,,other,APD30,%,=,other_bioactivity,experimental_summary,exact_value,3,0.71999999999999997,0.79179999999999995,2.5149999999999997,4.3099999999999996,6.9049999999999994,9.3962000000000003,9.5,4.8433333333333328,3.6042043350632733,4.3899999999999997,exact_linear_order_statistics_disk_backed
observations,,other,APD70,ms,=,other_bioactivity,experimental_summary,exact_value,9,-37,-35.32,1,244,285,357.31999999999999,363,182.55555555555554,145.93233676461244,284,exact_linear_order_statistics_disk_backed
observations,,other,APD75,%,=,other_bioactivity,experimental_summary,exact_value,63,0,0,6.4500000000000002,11,20.5,43,43,13.771428571428572,10.990622677904675,14.050000000000001,exact_linear_order_statistics_disk_backed
observations,,other,APD75,ms,=,other_bioactivity,experimental_summary,exact_value,6,313,314.35000000000002,348,400,470.75,526.79999999999995,529,411.16666666666669,77.3033346988056,122.75,exact_linear_order_statistics_disk_backed
observations,,other,APD95,%,=,other_bioactivity,experimental_summary,exact_value,280,-53,-43,-2,14,29,78,84,15.186035714285715,25.974176014680069,31,exact_linear_order_statistics_disk_backed
observations,,other,APD95,ms,=,other_bioactivity,experimental_summary,exact_value,17,-24,-22.879999999999999,-2,5,347,415.91999999999996,426,127.41176470588235,176.03911959078181,349,exact_linear_order_statistics_disk_backed
observations,,other,APD95,uM,=,other_bioactivity,experimental_summary,exact_value,1,23,23,23,23,23,23,23,23,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Absorption,%,interval,pk_adme,experimental_summary,lower_censor_bound,1,50,50,50,50,50,50,50,50,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Absorption,%,interval,pk_adme,experimental_summary,upper_censor_bound,1,60,60,60,60,60,60,60,60,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Activity,%,=,other_bioactivity,experimental_summary,exact_value,52,-5.4000000000000004,-4.6859999999999999,11.65,21.649999999999999,35.149999999999999,95.936999999999998,96.599999999999994,28.517307692307693,26.308602871668644,23.5,exact_linear_order_statistics_disk_backed
observations,,other,Activity,ms,=,other_bioactivity,experimental_summary,exact_value,41,107.7,121.02000000000001,161.69999999999999,180.90000000000001,200,259.72000000000008,275,183.12439024390244,28.748588771199064,38.300000000000011,exact_linear_order_statistics_disk_backed
observations,,other,Activity,uM,=,other_bioactivity,experimental_summary,exact_value,19,0.26000000000000001,0.26719999999999999,1.2000000000000002,6.2000000000000002,26.899999999999999,65.472000000000008,69,15.224210526315789,19.226177964264593,25.699999999999999,exact_linear_order_statistics_disk_backed
observations,,other,C,ng/mL,interval,pk_adme,experimental_summary,lower_censor_bound,4,2.5,2.5,2.5,21.25,67,144.75999999999999,148,48.25,59.590792073943774,64.5,exact_linear_order_statistics_disk_backed
observations,,other,C,ng/mL,interval,pk_adme,experimental_summary,upper_censor_bound,4,7,7.2699999999999996,13.75,181,419.75,632.14999999999986,641,252.5,262.61997258396019,406,exact_linear_order_statistics_disk_backed
observations,,other,C ss,ng/mL,=,pk_adme,experimental_summary,exact_value,3,0.40000000000000002,0.40800000000000003,0.60000000000000009,0.80000000000000004,0.95000000000000007,1.0940000000000001,1.1000000000000001,0.76666666666666672,0.28674417556808751,0.34999999999999998,exact_linear_order_statistics_disk_backed
observations,,other,C(24h),mcg/ml,=,pk_adme,experimental_summary,exact_value,1,0.029999999999999999,0.029999999999999999,0.029999999999999999,0.029999999999999999,0.029999999999999999,0.029999999999999999,0.029999999999999999,0.029999999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,other,C10APD90,uM,=,other_bioactivity,experimental_summary,exact_value,5,0.13,0.13240000000000002,0.19,1,1.51,15.708400000000001,16.300000000000001,3.8259999999999996,6.2583020061355299,1.3200000000000001,exact_linear_order_statistics_disk_backed
observations,,other,C20,uM,<,other_bioactivity,experimental_summary,upper_censor_bound,10,0.10000000000000001,0.10000000000000001,1,1,1.2999999999999998,4.383,4.5,1.4300000000000002,1.3046455457326329,0.29999999999999982,exact_linear_order_statistics_disk_backed
observations,,other,C20,uM,=,other_bioactivity,experimental_summary,exact_value,41,0.01,0.026000000000000002,0.29999999999999999,1.8,4.4000000000000004,34.680000000000028,42,4,7.4491178066641535,4.1000000000000005,exact_linear_order_statistics_disk_backed
observations,,other,C20 APD95,uM,<,other_bioactivity,experimental_summary,upper_censor_bound,1,1,1,1,1,1,1,1,1,0,0,exact_linear_order_statistics_disk_backed
observations,,other,C20 APD95,uM,=,other_bioactivity,experimental_summary,exact_value,32,0.02,0.075800000000000006,1.125,2.3999999999999999,9.1000000000000014,38.974000000000032,46.600000000000001,6.2337499999999997,9.3267082048008785,7.9750000000000014,exact_linear_order_statistics_disk_backed
observations,,other,CL(app),l/hr,=,pk_adme,experimental_summary,exact_value,2,4.5,4.7050000000000001,9.625,14.75,19.875,24.794999999999998,25,14.75,10.25,10.25,exact_linear_order_statistics_disk_backed
observations,,other,CL/F,l/hr,=,pk_adme,experimental_summary,exact_value,13,2.8500000000000001,2.8548,3.0299999999999998,11.4,17.960000000000001,62.147999999999968,66.900000000000006,14.961538461538462,16.64183507177658,14.930000000000001,exact_linear_order_statistics_disk_backed
observations,,other,CL/F,ml/min,=,pk_adme,experimental_summary,exact_value,24,33,36.564999999999998,112.75,148.5,168.25,323.13999999999993,365,137.76250000000002,66.629821979976242,55.5,exact_linear_order_statistics_disk_backed
observations,,other,CL/F,ml/min,interval,pk_adme,experimental_summary,lower_censor_bound,4,119,119.03,119.75,126,136.75,150.43000000000001,151,130.5,12.893796958227627,17,exact_linear_order_statistics_disk_backed
observations,,other,CL/F,ml/min,interval,pk_adme,experimental_summary,upper_censor_bound,4,122,122.54000000000001,135.5,145.5,160,185.91999999999999,187,150,23.73815494093844,24.5,exact_linear_order_statistics_disk_backed
observations,,other,Cavg,ng/dl,=,pk_adme,experimental_summary,exact_value,2,365,367.47000000000003,426.75,488.5,550.25,609.52999999999997,612,488.5,123.5,123.5,exact_linear_order_statistics_disk_backed
observations,,other,Cavg,pg/ml,=,pk_adme,experimental_summary,exact_value,8,9.8000000000000007,10.584000000000001,28.125,45.5,76.25,102.94999999999999,104,52.162500000000001,31.673882675636719,48.125,exact_linear_order_statistics_disk_backed
observations,,other,Cmin,ng/dl,=,pk_adme,experimental_summary,exact_value,2,223,224.71000000000001,265.75,308.5,351.25,392.28999999999996,394,308.5,85.5,85.5,exact_linear_order_statistics_disk_backed
observations,,other,Cmin ss,nM,=,pk_adme,experimental_summary,exact_value,3,0.5,0.53000000000000003,1.25,2,4.5,6.9000000000000004,7,3.1666666666666665,2.7788886667555115,3.25,exact_linear_order_statistics_disk_backed
observations,,other,Cmin ss,ng/mL,=,pk_adme,experimental_summary,exact_value,2,25.699999999999999,25.747,26.875,28.049999999999997,29.224999999999998,30.352999999999998,30.399999999999999,28.049999999999997,2.3500000000000321,2.3499999999999979,exact_linear_order_statistics_disk_backed
observations,,other,Cmin(80hr),pg/ml,=,pk_adme,experimental_summary,exact_value,1,41,41,41,41,41,41,41,41,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Cmin(84hr),pg/ml,=,pk_adme,experimental_summary,exact_value,4,30,30.899999999999999,52.5,72.5,86.25,89.849999999999994,90,66.25,23.815698604072061,33.75,exact_linear_order_statistics_disk_backed
observations,,other,Compound Recovery,%,=,pk_adme,experimental_summary,exact_value,2,60,60.244999999999997,66.125,72.25,78.375,84.254999999999995,84.5,72.25,12.25,12.25,exact_linear_order_statistics_disk_backed
observations,,other,Creatinine_CL,ml/min,=,pk_adme,experimental_summary,exact_value,4,12.699999999999999,13.113999999999999,23.050000000000001,37.899999999999999,59,86.935999999999979,88.099999999999994,44.149999999999999,28.542731123702932,35.950000000000003,exact_linear_order_statistics_disk_backed
observations,,other,Css,mcg/ml,=,pk_adme,experimental_summary,exact_value,3,8.9390000000000001,10.12022,38.469499999999996,68,68,68,68,48.312999999999995,27.841622402439121,29.530500000000004,exact_linear_order_statistics_disk_backed
observations,,other,Css min,mcg/ml,=,pk_adme,experimental_summary,exact_value,1,57.399999999999999,57.399999999999999,57.399999999999999,57.399999999999999,57.399999999999999,57.399999999999999,57.399999999999999,57.399999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Css min,ng/mL,=,pk_adme,experimental_summary,exact_value,1,352.31999999999999,352.31999999999999,352.31999999999999,352.31999999999999,352.31999999999999,352.31999999999999,352.31999999999999,352.31999999999999,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Css-12w,pg/ml,=,pk_adme,experimental_summary,exact_value,2,0.40000000000000002,0.47600000000000003,2.2999999999999998,4.2000000000000002,6.0999999999999996,7.9240000000000004,8,4.2000000000000002,3.7999999999999998,3.7999999999999998,exact_linear_order_statistics_disk_backed
observations,,other,Css-48h,pg/ml,=,pk_adme,experimental_summary,exact_value,2,3.6000000000000001,3.6760000000000002,5.5,7.4000000000000004,9.2999999999999989,11.124000000000001,11.199999999999999,7.3999999999999995,3.7999999999999998,3.7999999999999989,exact_linear_order_statistics_disk_backed
observations,,other,Css-4w,pg/ml,=,pk_adme,experimental_summary,exact_value,2,2,2.0750000000000002,3.875,5.75,7.625,9.4250000000000007,9.5,5.75,3.75,3.75,exact_linear_order_statistics_disk_backed
observations,,other,D10,mgkg-1,>,other_bioactivity,experimental_summary,lower_censor_bound,142,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,0,0,exact_linear_order_statistics_disk_backed
observations,,other,Delta APD95,%,=,other_bioactivity,experimental_summary,exact_value,19,1,1.54,8,31,40.5,73.200000000000003,75,29.842105263157894,21.273317010294814,32.5,exact_linear_order_statistics_disk_backed
